start,end,pm10,pm2_5,no2,latitude,longitude
2022-01-02 00:00:00,2022-01-02 01:00:00,46.48,42.36,30.2,44.4264,26.1406
2022-01-02 01:00:00,2022-01-02 02:00:00,33.5,30.73,18.84,44.4264,26.1406
2022-01-02 02:00:00,2022-01-02 03:00:00,19.34,17.39,16.96,44.4264,26.1406
2022-01-02 03:00:00,2022-01-02 04:00:00,14.99,12.92,14.68,44.4264,26.1406
2022-01-02 04:00:00,2022-01-02 05:00:00,16.07,13.79,17.5,44.4264,26.1406
2022-01-02 05:00:00,2022-01-02 06:00:00,18.31,15.59,29.27,44.4264,26.1406
2022-01-02 06:00:00,2022-01-02 07:00:00,20.72,17.65,29.78,44.4264,26.1406
2022-01-02 07:00:00,2022-01-02 08:00:00,22.32,19.13,29.18,44.4264,26.1406
2022-01-02 08:00:00,2022-01-02 09:00:00,17.46,14.33,19.88,44.4264,26.1406
2022-01-02 09:00:00,2022-01-02 10:00:00,12.01,10.13,17.09,44.4264,26.1406
2022-01-02 10:00:00,2022-01-02 11:00:00,15.96,13.99,11.3,44.4264,26.1406
2022-01-02 11:00:00,2022-01-02 12:00:00,17.17,13.53,13.83,44.4264,26.1406
2022-01-02 12:00:00,2022-01-02 13:00:00,18.77,14.09,18.77,44.4264,26.1406
2022-01-02 13:00:00,2022-01-02 14:00:00,19.99,13.09,19.55,44.4264,26.1406
2022-01-02 14:00:00,2022-01-02 15:00:00,19.28,10.73,24.51,44.4264,26.1406
2022-01-02 15:00:00,2022-01-02 16:00:00,21.31,12.68,27.21,44.4264,26.1406
2022-01-02 16:00:00,2022-01-02 17:00:00,21.81,13.04,27.01,44.4264,26.1406
2022-01-02 17:00:00,2022-01-02 18:00:00,19.84,13.6,25.88,44.4264,26.1406
2022-01-02 18:00:00,2022-01-02 19:00:00,18.23,15.16,21.54,44.4264,26.1406
2022-01-02 19:00:00,2022-01-02 20:00:00,18.2,15.52,19.43,44.4264,26.1406
2022-01-02 20:00:00,2022-01-02 21:00:00,22.01,20.15,28.42,44.4264,26.1406
2022-01-02 21:00:00,2022-01-02 22:00:00,22.11,18.26,34.8,44.4264,26.1406
2022-01-02 22:00:00,2022-01-02 23:00:00,21.76,17.34,14.47,44.4264,26.1406
2022-01-02 23:00:00,2022-01-03 00:00:00,19.37,14.88,10.2,44.4264,26.1406
2022-01-03 01:00:00,2022-01-03 02:00:00,12.33,9.14,8.72,44.4264,26.1406
2022-01-03 02:00:00,2022-01-03 03:00:00,9.21,7.41,8.01,44.4264,26.1406
2022-01-03 03:00:00,2022-01-03 04:00:00,8.8,6.69,7.08,44.4264,26.1406
2022-01-03 04:00:00,2022-01-03 05:00:00,12.74,10.63,8.18,44.4264,26.1406
2022-01-03 05:00:00,2022-01-03 06:00:00,12.34,10.37,11.81,44.4264,26.1406
2022-01-03 06:00:00,2022-01-03 07:00:00,10.87,8.33,15.66,44.4264,26.1406
2022-01-03 07:00:00,2022-01-03 08:00:00,13.17,10.0,19.13,44.4264,26.1406
2022-01-03 08:00:00,2022-01-03 09:00:00,14.43,10.94,15.09,44.4264,26.1406
2022-01-03 09:00:00,2022-01-03 10:00:00,13.04,9.76,13.77,44.4264,26.1406
2022-01-03 10:00:00,2022-01-03 11:00:00,16.73,13.73,12.03,44.4264,26.1406
2022-01-03 11:00:00,2022-01-03 12:00:00,20.44,18.26,14.2,44.4264,26.1406
2022-01-03 12:00:00,2022-01-03 13:00:00,19.16,15.66,14.3,44.4264,26.1406
2022-01-03 13:00:00,2022-01-03 14:00:00,25.07,20.39,14.37,44.4264,26.1406
2022-01-03 14:00:00,2022-01-03 15:00:00,20.98,15.9,21.57,44.4264,26.1406
2022-01-03 15:00:00,2022-01-03 16:00:00,21.7,15.03,28.13,44.4264,26.1406
2022-01-03 16:00:00,2022-01-03 17:00:00,23.79,16.41,35.67,44.4264,26.1406
2022-01-03 17:00:00,2022-01-03 18:00:00,24.16,16.48,20.05,44.4264,26.1406
2022-01-03 18:00:00,2022-01-03 19:00:00,17.71,11.32,18.56,44.4264,26.1406
2022-01-03 19:00:00,2022-01-03 20:00:00,15.01,9.45,15.68,44.4264,26.1406
2022-01-03 20:00:00,2022-01-03 21:00:00,11.84,7.65,13.75,44.4264,26.1406
2022-01-03 21:00:00,2022-01-03 22:00:00,8.53,6.09,10.65,44.4264,26.1406
2022-01-03 22:00:00,2022-01-03 23:00:00,7.49,3.31,6.5,44.4264,26.1406
2022-01-03 23:00:00,2022-01-04 00:00:00,7.97,4.88,11.43,44.4264,26.1406
2022-01-04 00:00:00,2022-01-04 01:00:00,9.19,6.6,10.01,44.4264,26.1406
2022-01-04 02:00:00,2022-01-04 03:00:00,11.99,10.28,12.27,44.4264,26.1406
2022-01-04 03:00:00,2022-01-04 04:00:00,10.52,9.9,14.4,44.4264,26.1406
2022-01-04 04:00:00,2022-01-04 05:00:00,11.84,9.47,27.85,44.4264,26.1406
2022-01-04 05:00:00,2022-01-04 06:00:00,15.77,9.99,41.28,44.4264,26.1406
2022-01-04 06:00:00,2022-01-04 07:00:00,23.41,11.75,44.63,44.4264,26.1406
2022-01-04 07:00:00,2022-01-04 08:00:00,21.17,12.12,35.12,44.4264,26.1406
2022-01-04 08:00:00,2022-01-04 09:00:00,20.05,11.36,35.2,44.4264,26.1406
2022-01-04 09:00:00,2022-01-04 10:00:00,33.99,17.3,31.4,44.4264,26.1406
2022-01-04 10:00:00,2022-01-04 11:00:00,31.3,20.01,17.14,44.4264,26.1406
2022-01-04 11:00:00,2022-01-04 12:00:00,23.49,16.19,12.79,44.4264,26.1406
2022-01-04 12:00:00,2022-01-04 13:00:00,22.57,16.11,12.05,44.4264,26.1406
2022-01-04 13:00:00,2022-01-04 14:00:00,22.48,13.89,12.57,44.4264,26.1406
2022-01-04 14:00:00,2022-01-04 15:00:00,20.07,13.18,17.46,44.4264,26.1406
2022-01-04 15:00:00,2022-01-04 16:00:00,18.78,10.72,30.48,44.4264,26.1406
2022-01-04 16:00:00,2022-01-04 17:00:00,23.37,11.55,36.55,44.4264,26.1406
2022-01-04 17:00:00,2022-01-04 18:00:00,27.69,18.96,33.19,44.4264,26.1406
2022-01-04 18:00:00,2022-01-04 19:00:00,23.6,16.8,32.91,44.4264,26.1406
2022-01-04 19:00:00,2022-01-04 20:00:00,20.65,14.74,28.5,44.4264,26.1406
2022-01-04 20:00:00,2022-01-04 21:00:00,18.4,12.84,30.67,44.4264,26.1406
2022-01-04 21:00:00,2022-01-04 22:00:00,20.29,14.56,27.17,44.4264,26.1406
2022-01-04 22:00:00,2022-01-04 23:00:00,34.55,29.68,43.98,44.4264,26.1406
2022-01-04 23:00:00,2022-01-05 00:00:00,41.65,36.06,38.73,44.4264,26.1406
2022-01-05 00:00:00,2022-01-05 01:00:00,37.68,32.77,23.98,44.4264,26.1406
2022-01-05 01:00:00,2022-01-05 02:00:00,35.15,31.77,24.04,44.4264,26.1406
2022-01-05 03:00:00,2022-01-05 04:00:00,25.08,21.75,22.62,44.4264,26.1406
2022-01-05 04:00:00,2022-01-05 05:00:00,27.18,24.72,17.31,44.4264,26.1406
2022-01-05 05:00:00,2022-01-05 06:00:00,29.47,26.6,22.12,44.4264,26.1406
2022-01-05 06:00:00,2022-01-05 07:00:00,24.74,21.0,24.32,44.4264,26.1406
2022-01-05 07:00:00,2022-01-05 08:00:00,25.9,21.88,24.12,44.4264,26.1406
2022-01-05 08:00:00,2022-01-05 09:00:00,24.42,19.51,17.88,44.4264,26.1406
2022-01-05 09:00:00,2022-01-05 10:00:00,27.61,21.04,16.33,44.4264,26.1406
2022-01-05 10:00:00,2022-01-05 11:00:00,29.89,22.38,15.05,44.4264,26.1406
2022-01-05 11:00:00,2022-01-05 12:00:00,27.2,20.34,11.53,44.4264,26.1406
2022-01-05 12:00:00,2022-01-05 13:00:00,24.11,18.03,12.9,44.4264,26.1406
2022-01-05 13:00:00,2022-01-05 14:00:00,19.15,12.22,12.44,44.4264,26.1406
2022-01-05 14:00:00,2022-01-05 15:00:00,21.87,15.17,12.35,44.4264,26.1406
2022-01-05 15:00:00,2022-01-05 16:00:00,19.1,12.45,20.68,44.4264,26.1406
2022-01-05 16:00:00,2022-01-05 17:00:00,24.14,15.23,31.47,44.4264,26.1406
2022-01-05 17:00:00,2022-01-05 18:00:00,27.92,18.38,46.73,44.4264,26.1406
2022-01-05 18:00:00,2022-01-05 19:00:00,43.5,28.65,53.39,44.4264,26.1406
2022-01-05 19:00:00,2022-01-05 20:00:00,45.67,32.12,57.0,44.4264,26.1406
2022-01-05 20:00:00,2022-01-05 21:00:00,53.53,38.76,52.39,44.4264,26.1406
2022-01-05 21:00:00,2022-01-05 22:00:00,79.87,68.9,50.03,44.4264,26.1406
2022-01-05 22:00:00,2022-01-05 23:00:00,69.46,61.21,45.68,44.4264,26.1406
2022-01-05 23:00:00,2022-01-06 00:00:00,65.57,57.76,41.42,44.4264,26.1406
2022-01-06 00:00:00,2022-01-06 01:00:00,48.65,42.14,39.91,44.4264,26.1406
2022-01-06 01:00:00,2022-01-06 02:00:00,48.59,42.81,38.49,44.4264,26.1406
2022-01-06 02:00:00,2022-01-06 03:00:00,40.86,36.69,36.11,44.4264,26.1406
2022-01-06 04:00:00,2022-01-06 05:00:00,41.74,36.38,36.88,44.4264,26.1406
2022-01-06 05:00:00,2022-01-06 06:00:00,40.94,34.81,38.41,44.4264,26.1406
2022-01-06 06:00:00,2022-01-06 07:00:00,39.62,32.75,44.05,44.4264,26.1406
2022-01-06 07:00:00,2022-01-06 08:00:00,33.53,28.92,44.03,44.4264,26.1406
2022-01-06 08:00:00,2022-01-06 09:00:00,39.27,34.31,36.59,44.4264,26.1406
2022-01-06 09:00:00,2022-01-06 10:00:00,36.9,30.83,23.41,44.4264,26.1406
2022-01-06 10:00:00,2022-01-06 11:00:00,32.36,25.0,17.47,44.4264,26.1406
2022-01-06 11:00:00,2022-01-06 12:00:00,24.82,17.19,11.3,44.4264,26.1406
2022-01-06 12:00:00,2022-01-06 13:00:00,22.0,14.57,11.83,44.4264,26.1406
2022-01-06 13:00:00,2022-01-06 14:00:00,21.89,14.5,13.83,44.4264,26.1406
2022-01-06 14:00:00,2022-01-06 15:00:00,26.29,16.15,19.51,44.4264,26.1406
2022-01-06 15:00:00,2022-01-06 16:00:00,26.94,17.39,18.18,44.4264,26.1406
2022-01-06 16:00:00,2022-01-06 17:00:00,26.9,18.15,22.14,44.4264,26.1406
2022-01-06 17:00:00,2022-01-06 18:00:00,29.68,22.07,20.2,44.4264,26.1406
2022-01-06 18:00:00,2022-01-06 19:00:00,28.58,21.78,17.25,44.4264,26.1406
2022-01-06 19:00:00,2022-01-06 20:00:00,21.53,15.26,14.48,44.4264,26.1406
2022-01-06 20:00:00,2022-01-06 21:00:00,16.32,13.3,13.78,44.4264,26.1406
2022-01-06 21:00:00,2022-01-06 22:00:00,12.04,9.14,11.29,44.4264,26.1406
2022-01-06 22:00:00,2022-01-06 23:00:00,11.02,8.37,8.68,44.4264,26.1406
2022-01-06 23:00:00,2022-01-07 00:00:00,4.93,3.32,7.66,44.4264,26.1406
2022-01-07 00:00:00,2022-01-07 01:00:00,5.38,3.61,8.83,44.4264,26.1406
2022-01-07 01:00:00,2022-01-07 02:00:00,9.42,7.34,9.21,44.4264,26.1406
2022-01-07 02:00:00,2022-01-07 03:00:00,10.3,8.54,7.85,44.4264,26.1406
2022-01-07 03:00:00,2022-01-07 04:00:00,9.51,7.88,9.88,44.4264,26.1406
2022-01-07 05:00:00,2022-01-07 06:00:00,12.61,10.91,23.09,44.4264,26.1406
2022-01-07 06:00:00,2022-01-07 07:00:00,13.39,9.74,29.68,44.4264,26.1406
2022-01-07 07:00:00,2022-01-07 08:00:00,19.67,11.38,35.31,44.4264,26.1406
2022-01-07 08:00:00,2022-01-07 09:00:00,30.84,16.95,34.67,44.4264,26.1406
2022-01-07 09:00:00,2022-01-07 10:00:00,27.26,16.26,29.69,44.4264,26.1406
2022-01-07 10:00:00,2022-01-07 11:00:00,21.47,14.26,17.85,44.4264,26.1406
2022-01-07 11:00:00,2022-01-07 12:00:00,10.94,7.61,15.61,44.4264,26.1406
2022-01-07 12:00:00,2022-01-07 13:00:00,6.55,3.9,17.97,44.4264,26.1406
2022-01-07 13:00:00,2022-01-07 14:00:00,9.57,6.24,22.82,44.4264,26.1406
2022-01-07 14:00:00,2022-01-07 15:00:00,10.8,6.06,19.7,44.4264,26.1406
2022-01-07 15:00:00,2022-01-07 16:00:00,15.19,9.1,19.69,44.4264,26.1406
2022-01-07 16:00:00,2022-01-07 17:00:00,14.76,8.29,21.41,44.4264,26.1406
2022-01-07 17:00:00,2022-01-07 18:00:00,18.55,11.69,18.12,44.4264,26.1406
2022-01-07 18:00:00,2022-01-07 19:00:00,17.58,11.81,16.0,44.4264,26.1406
2022-01-07 19:00:00,2022-01-07 20:00:00,15.6,9.83,16.44,44.4264,26.1406
2022-01-07 20:00:00,2022-01-07 21:00:00,13.54,7.78,14.59,44.4264,26.1406
2022-01-07 21:00:00,2022-01-07 22:00:00,14.67,9.87,13.25,44.4264,26.1406
2022-01-07 22:00:00,2022-01-07 23:00:00,14.45,10.29,10.79,44.4264,26.1406
2022-01-07 23:00:00,2022-01-08 00:00:00,14.05,9.99,10.21,44.4264,26.1406
2022-01-08 00:00:00,2022-01-08 01:00:00,13.31,10.11,8.93,44.4264,26.1406
2022-01-08 01:00:00,2022-01-08 02:00:00,13.78,10.45,7.37,44.4264,26.1406
2022-01-08 02:00:00,2022-01-08 03:00:00,12.58,9.83,7.09,44.4264,26.1406
2022-01-08 03:00:00,2022-01-08 04:00:00,16.74,12.91,8.28,44.4264,26.1406
2022-01-08 04:00:00,2022-01-08 05:00:00,13.0,10.35,8.73,44.4264,26.1406
2022-01-08 06:00:00,2022-01-08 07:00:00,10.45,8.16,15.84,44.4264,26.1406
2022-01-08 07:00:00,2022-01-08 08:00:00,8.58,7.13,18.47,44.4264,26.1406
2022-01-08 08:00:00,2022-01-08 09:00:00,9.01,7.39,20.79,44.4264,26.1406
2022-01-08 09:00:00,2022-01-08 10:00:00,8.59,6.58,20.72,44.4264,26.1406
2022-01-08 10:00:00,2022-01-08 11:00:00,14.64,11.57,20.58,44.4264,26.1406
2022-01-08 11:00:00,2022-01-08 12:00:00,16.04,12.82,18.6,44.4264,26.1406
2022-01-08 12:00:00,2022-01-08 13:00:00,17.8,15.56,17.92,44.4264,26.1406
2022-01-08 13:00:00,2022-01-08 14:00:00,12.85,10.75,21.5,44.4264,26.1406
2022-01-08 14:00:00,2022-01-08 15:00:00,13.57,11.23,20.41,44.4264,26.1406
2022-01-08 15:00:00,2022-01-08 16:00:00,13.41,11.38,20.13,44.4264,26.1406
2022-01-08 16:00:00,2022-01-08 17:00:00,15.41,14.28,15.63,44.4264,26.1406
2022-01-08 17:00:00,2022-01-08 18:00:00,12.89,11.62,20.35,44.4264,26.1406
2022-01-08 18:00:00,2022-01-08 19:00:00,13.46,12.56,24.68,44.4264,26.1406
2022-01-08 19:00:00,2022-01-08 20:00:00,14.85,14.36,20.3,44.4264,26.1406
2022-01-08 20:00:00,2022-01-08 21:00:00,10.17,9.04,17.28,44.4264,26.1406
2022-01-08 21:00:00,2022-01-08 22:00:00,8.61,6.29,16.54,44.4264,26.1406
2022-01-08 22:00:00,2022-01-08 23:00:00,9.15,7.47,15.8,44.4264,26.1406
2022-01-08 23:00:00,2022-01-09 00:00:00,9.32,7.22,13.63,44.4264,26.1406
2022-01-09 00:00:00,2022-01-09 01:00:00,5.02,2.54,12.74,44.4264,26.1406
2022-01-09 01:00:00,2022-01-09 02:00:00,3.88,1.21,13.57,44.4264,26.1406
2022-01-09 02:00:00,2022-01-09 03:00:00,5.81,3.24,13.2,44.4264,26.1406
2022-01-09 03:00:00,2022-01-09 04:00:00,3.85,0.63,13.89,44.4264,26.1406
2022-01-09 04:00:00,2022-01-09 05:00:00,7.38,5.37,13.14,44.4264,26.1406
2022-01-09 05:00:00,2022-01-09 06:00:00,7.02,4.26,17.68,44.4264,26.1406
2022-01-09 07:00:00,2022-01-09 08:00:00,9.73,6.51,15.0,44.4264,26.1406
2022-01-09 08:00:00,2022-01-09 09:00:00,6.71,3.77,13.03,44.4264,26.1406
2022-01-09 09:00:00,2022-01-09 10:00:00,7.49,3.85,13.5,44.4264,26.1406
2022-01-09 10:00:00,2022-01-09 11:00:00,8.59,5.57,15.29,44.4264,26.1406
2022-01-09 11:00:00,2022-01-09 12:00:00,10.36,8.1,12.43,44.4264,26.1406
2022-01-09 12:00:00,2022-01-09 13:00:00,14.0,11.83,10.22,44.4264,26.1406
2022-01-09 13:00:00,2022-01-09 14:00:00,13.1,11.15,11.19,44.4264,26.1406
2022-01-09 14:00:00,2022-01-09 15:00:00,13.41,11.65,13.73,44.4264,26.1406
2022-01-09 15:00:00,2022-01-09 16:00:00,14.94,12.41,18.63,44.4264,26.1406
2022-01-09 16:00:00,2022-01-09 17:00:00,19.73,15.45,20.32,44.4264,26.1406
2022-01-09 17:00:00,2022-01-09 18:00:00,18.97,14.97,22.67,44.4264,26.1406
2022-01-09 18:00:00,2022-01-09 19:00:00,16.89,12.54,26.32,44.4264,26.1406
2022-01-09 19:00:00,2022-01-09 20:00:00,16.96,13.13,28.66,44.4264,26.1406
2022-01-09 20:00:00,2022-01-09 21:00:00,11.54,9.58,16.48,44.4264,26.1406
2022-01-09 21:00:00,2022-01-09 22:00:00,12.41,10.94,16.61,44.4264,26.1406
2022-01-09 22:00:00,2022-01-09 23:00:00,13.14,11.65,9.24,44.4264,26.1406
2022-01-09 23:00:00,2022-01-10 00:00:00,13.63,11.31,13.05,44.4264,26.1406
2022-01-10 00:00:00,2022-01-10 01:00:00,20.06,15.39,23.22,44.4264,26.1406
2022-01-10 01:00:00,2022-01-10 02:00:00,23.51,17.14,21.17,44.4264,26.1406
2022-01-10 02:00:00,2022-01-10 03:00:00,23.06,19.64,16.29,44.4264,26.1406
2022-01-10 03:00:00,2022-01-10 04:00:00,16.72,13.32,10.84,44.4264,26.1406
2022-01-10 04:00:00,2022-01-10 05:00:00,13.67,11.69,10.34,44.4264,26.1406
2022-01-10 05:00:00,2022-01-10 06:00:00,11.08,9.51,13.07,44.4264,26.1406
2022-01-10 06:00:00,2022-01-10 07:00:00,7.18,5.58,15.56,44.4264,26.1406
2022-01-10 08:00:00,2022-01-10 09:00:00,6.28,3.43,16.47,44.4264,26.1406
2022-01-10 09:00:00,2022-01-10 10:00:00,7.62,5.2,14.01,44.4264,26.1406
2022-01-10 10:00:00,2022-01-10 11:00:00,8.09,5.45,14.35,44.4264,26.1406
2022-01-10 11:00:00,2022-01-10 12:00:00,9.82,7.08,13.72,44.4264,26.1406
2022-01-10 12:00:00,2022-01-10 13:00:00,9.16,5.9,14.12,44.4264,26.1406
2022-01-10 13:00:00,2022-01-10 14:00:00,14.64,10.53,14.82,44.4264,26.1406
2022-01-10 14:00:00,2022-01-10 15:00:00,14.24,10.01,16.66,44.4264,26.1406
2022-01-10 15:00:00,2022-01-10 16:00:00,11.92,8.71,19.6,44.4264,26.1406
2022-01-10 16:00:00,2022-01-10 17:00:00,12.9,10.48,20.63,44.4264,26.1406
2022-01-10 17:00:00,2022-01-10 18:00:00,12.53,8.76,16.4,44.4264,26.1406
2022-01-10 18:00:00,2022-01-10 19:00:00,13.34,9.35,13.93,44.4264,26.1406
2022-01-10 19:00:00,2022-01-10 20:00:00,18.23,15.04,11.68,44.4264,26.1406
2022-01-10 20:00:00,2022-01-10 21:00:00,18.79,15.23,10.64,44.4264,26.1406
2022-01-10 21:00:00,2022-01-10 22:00:00,18.97,16.05,10.09,44.4264,26.1406
2022-01-10 22:00:00,2022-01-10 23:00:00,19.5,16.95,8.14,44.4264,26.1406
2022-01-10 23:00:00,2022-01-11 00:00:00,22.53,20.67,7.62,44.4264,26.1406
2022-01-11 00:00:00,2022-01-11 01:00:00,22.83,20.27,7.05,44.4264,26.1406
2022-01-11 01:00:00,2022-01-11 02:00:00,18.33,15.85,6.47,44.4264,26.1406
2022-01-11 02:00:00,2022-01-11 03:00:00,17.0,16.17,6.05,44.4264,26.1406
2022-01-11 03:00:00,2022-01-11 04:00:00,15.2,13.5,6.63,44.4264,26.1406
2022-01-11 04:00:00,2022-01-11 05:00:00,16.72,14.9,7.61,44.4264,26.1406
2022-01-11 05:00:00,2022-01-11 06:00:00,20.06,17.58,10.23,44.4264,26.1406
2022-01-11 06:00:00,2022-01-11 07:00:00,24.29,21.64,12.4,44.4264,26.1406
2022-01-11 07:00:00,2022-01-11 08:00:00,21.89,18.66,13.44,44.4264,26.1406
2022-01-11 09:00:00,2022-01-11 10:00:00,15.13,9.13,11.37,44.4264,26.1406
2022-01-11 10:00:00,2022-01-11 11:00:00,19.8,13.7,11.8,44.4264,26.1406
2022-01-11 11:00:00,2022-01-11 12:00:00,13.38,7.14,11.55,44.4264,26.1406
2022-01-11 12:00:00,2022-01-11 13:00:00,14.91,10.25,13.95,44.4264,26.1406
2022-01-11 13:00:00,2022-01-11 14:00:00,16.51,11.25,13.52,44.4264,26.1406
2022-01-11 14:00:00,2022-01-11 15:00:00,19.53,13.55,15.48,44.4264,26.1406
2022-01-11 15:00:00,2022-01-11 16:00:00,22.41,16.27,17.85,44.4264,26.1406
2022-01-11 16:00:00,2022-01-11 17:00:00,19.17,13.41,17.47,44.4264,26.1406
2022-01-11 17:00:00,2022-01-11 18:00:00,19.58,14.45,16.86,44.4264,26.1406
2022-01-11 18:00:00,2022-01-11 19:00:00,16.5,12.48,14.78,44.4264,26.1406
2022-01-11 19:00:00,2022-01-11 20:00:00,16.38,12.59,13.21,44.4264,26.1406
2022-01-11 20:00:00,2022-01-11 21:00:00,17.19,13.45,11.2,44.4264,26.1406
2022-01-11 21:00:00,2022-01-11 22:00:00,15.83,11.68,9.78,44.4264,26.1406
2022-01-11 22:00:00,2022-01-11 23:00:00,12.95,9.98,8.05,44.4264,26.1406
2022-01-11 23:00:00,2022-01-12 00:00:00,12.5,9.88,6.97,44.4264,26.1406
2022-01-12 00:00:00,2022-01-12 01:00:00,10.77,7.52,6.51,44.4264,26.1406
2022-01-12 01:00:00,2022-01-12 02:00:00,11.52,8.59,5.42,44.4264,26.1406
2022-01-12 02:00:00,2022-01-12 03:00:00,9.57,5.75,5.14,44.4264,26.1406
2022-01-12 03:00:00,2022-01-12 04:00:00,11.56,9.87,5.74,44.4264,26.1406
2022-01-12 04:00:00,2022-01-12 05:00:00,10.02,8.03,7.43,44.4264,26.1406
2022-01-12 05:00:00,2022-01-12 06:00:00,8.69,5.47,13.14,44.4264,26.1406
2022-01-12 06:00:00,2022-01-12 07:00:00,12.19,8.24,21.1,44.4264,26.1406
2022-01-12 07:00:00,2022-01-12 08:00:00,17.4,12.29,20.99,44.4264,26.1406
2022-01-12 08:00:00,2022-01-12 09:00:00,18.51,12.89,20.55,44.4264,26.1406
2022-01-12 10:00:00,2022-01-12 11:00:00,15.27,11.29,12.66,44.4264,26.1406
2022-01-12 11:00:00,2022-01-12 12:00:00,17.82,13.53,13.49,44.4264,26.1406
2022-01-12 12:00:00,2022-01-12 13:00:00,20.65,15.34,14.7,44.4264,26.1406
2022-01-12 13:00:00,2022-01-12 14:00:00,21.26,15.91,10.05,44.4264,26.1406
2022-01-12 14:00:00,2022-01-12 15:00:00,19.9,15.78,10.84,44.4264,26.1406
2022-01-12 15:00:00,2022-01-12 16:00:00,18.01,13.06,14.42,44.4264,26.1406
2022-01-12 16:00:00,2022-01-12 17:00:00,21.26,16.24,14.09,44.4264,26.1406
2022-01-12 17:00:00,2022-01-12 18:00:00,22.54,17.88,16.42,44.4264,26.1406
2022-01-12 18:00:00,2022-01-12 19:00:00,20.54,15.83,21.01,44.4264,26.1406
2022-01-12 19:00:00,2022-01-12 20:00:00,25.59,19.04,26.24,44.4264,26.1406
2022-01-12 20:00:00,2022-01-12 21:00:00,26.44,21.26,28.38,44.4264,26.1406
2022-01-12 21:00:00,2022-01-12 22:00:00,28.84,23.47,26.99,44.4264,26.1406
2022-01-12 22:00:00,2022-01-12 23:00:00,26.97,23.08,24.0,44.4264,26.1406
2022-01-12 23:00:00,2022-01-13 00:00:00,22.06,19.21,18.78,44.4264,26.1406
2022-01-13 00:00:00,2022-01-13 01:00:00,19.17,16.62,21.89,44.4264,26.1406
2022-01-13 01:00:00,2022-01-13 02:00:00,24.38,20.25,19.12,44.4264,26.1406
2022-01-13 02:00:00,2022-01-13 03:00:00,19.09,16.02,9.71,44.4264,26.1406
2022-01-13 03:00:00,2022-01-13 04:00:00,22.33,19.5,22.44,44.4264,26.1406
2022-01-13 04:00:00,2022-01-13 05:00:00,25.46,21.3,28.02,44.4264,26.1406
2022-01-13 05:00:00,2022-01-13 06:00:00,31.62,23.48,38.66,44.4264,26.1406
2022-01-13 06:00:00,2022-01-13 07:00:00,43.91,25.06,40.97,44.4264,26.1406
2022-01-13 07:00:00,2022-01-13 08:00:00,45.6,28.18,38.74,44.4264,26.1406
2022-01-13 08:00:00,2022-01-13 09:00:00,39.82,24.76,28.35,44.4264,26.1406
2022-01-13 09:00:00,2022-01-13 10:00:00,31.87,23.17,26.2,44.4264,26.1406
2022-01-13 11:00:00,2022-01-13 12:00:00,31.24,22.83,13.96,44.4264,26.1406
2022-01-13 12:00:00,2022-01-13 13:00:00,23.4,15.18,12.75,44.4264,26.1406
2022-01-13 13:00:00,2022-01-13 14:00:00,20.27,13.92,11.82,44.4264,26.1406
2022-01-13 14:00:00,2022-01-13 15:00:00,26.13,21.11,12.09,44.4264,26.1406
2022-01-13 15:00:00,2022-01-13 16:00:00,24.29,19.52,16.37,44.4264,26.1406
2022-01-13 16:00:00,2022-01-13 17:00:00,30.12,25.03,22.16,44.4264,26.1406
2022-01-13 17:00:00,2022-01-13 18:00:00,31.37,26.95,18.04,44.4264,26.1406
2022-01-13 18:00:00,2022-01-13 19:00:00,30.33,25.88,16.23,44.4264,26.1406
2022-01-13 19:00:00,2022-01-13 20:00:00,35.79,31.65,18.73,44.4264,26.1406
2022-01-13 20:00:00,2022-01-13 21:00:00,31.85,30.08,16.65,44.4264,26.1406
2022-01-13 21:00:00,2022-01-13 22:00:00,31.92,30.04,13.69,44.4264,26.1406
2022-01-13 22:00:00,2022-01-13 23:00:00,30.15,27.53,11.59,44.4264,26.1406
2022-01-13 23:00:00,2022-01-14 00:00:00,31.17,28.74,11.28,44.4264,26.1406
2022-01-14 00:00:00,2022-01-14 01:00:00,33.75,32.31,10.22,44.4264,26.1406
2022-01-14 01:00:00,2022-01-14 02:00:00,37.18,34.83,13.99,44.4264,26.1406
2022-01-14 02:00:00,2022-01-14 03:00:00,35.19,32.15,17.56,44.4264,26.1406
2022-01-14 03:00:00,2022-01-14 04:00:00,34.57,31.43,12.83,44.4264,26.1406
2022-01-14 04:00:00,2022-01-14 05:00:00,32.73,30.59,16.3,44.4264,26.1406
2022-01-14 05:00:00,2022-01-14 06:00:00,35.07,32.02,19.02,44.4264,26.1406
2022-01-14 06:00:00,2022-01-14 07:00:00,38.55,35.26,23.61,44.4264,26.1406
2022-01-14 07:00:00,2022-01-14 08:00:00,38.5,34.86,24.68,44.4264,26.1406
2022-01-14 08:00:00,2022-01-14 09:00:00,40.95,35.57,20.34,44.4264,26.1406
2022-01-14 09:00:00,2022-01-14 10:00:00,40.77,35.7,14.5,44.4264,26.1406
2022-01-14 10:00:00,2022-01-14 11:00:00,34.43,28.63,13.18,44.4264,26.1406
2022-01-14 12:00:00,2022-01-14 13:00:00,29.23,24.43,13.33,44.4264,26.1406
2022-01-14 13:00:00,2022-01-14 14:00:00,26.72,20.26,14.1,44.4264,26.1406
2022-01-14 14:00:00,2022-01-14 15:00:00,24.52,18.14,14.35,44.4264,26.1406
