start,end,pm10,no2,latitude,longitude
2021-12-31 23:00:00,2022-01-01 00:00:00,58.79,25.78,44.444925,26.127289
2022-01-01 00:00:00,2022-01-01 01:00:00,53.68,29.63,44.444925,26.127289
2022-01-01 01:00:00,2022-01-01 02:00:00,50.13,22.5,44.444925,26.127289
2022-01-01 02:00:00,2022-01-01 03:00:00,38.55,23.24,44.444925,26.127289
2022-01-01 03:00:00,2022-01-01 04:00:00,32.87,25.12,44.444925,26.127289
2022-01-01 04:00:00,2022-01-01 05:00:00,33.31,24.12,44.444925,26.127289
2022-01-01 05:00:00,2022-01-01 06:00:00,36.34,23.99,44.444925,26.127289
2022-01-01 06:00:00,2022-01-01 07:00:00,39.3,26.76,44.444925,26.127289
2022-01-01 07:00:00,2022-01-01 08:00:00,42.64,25.75,44.444925,26.127289
2022-01-01 08:00:00,2022-01-01 09:00:00,44.12,18.94,44.444925,26.127289
2022-01-01 09:00:00,2022-01-01 10:00:00,44.7,23.2,44.444925,26.127289
2022-01-01 10:00:00,2022-01-01 11:00:00,48.89,26.6,44.444925,26.127289
2022-01-01 12:00:00,2022-01-01 13:00:00,39.85,27.09,44.444925,26.127289
2022-01-01 13:00:00,2022-01-01 14:00:00,35.51,25.67,44.444925,26.127289
2022-01-01 14:00:00,2022-01-01 15:00:00,36.19,29.08,44.444925,26.127289
2022-01-01 15:00:00,2022-01-01 16:00:00,30.22,40.93,44.444925,26.127289
2022-01-01 16:00:00,2022-01-01 17:00:00,28.36,52.22,44.444925,26.127289
2022-01-01 17:00:00,2022-01-01 18:00:00,36.63,64.24,44.444925,26.127289
2022-01-01 18:00:00,2022-01-01 19:00:00,50.91,75.74,44.444925,26.127289
2022-01-01 19:00:00,2022-01-01 20:00:00,63.24,72.21,44.444925,26.127289
2022-01-01 20:00:00,2022-01-01 21:00:00,76.14,65.32,44.444925,26.127289
2022-01-01 21:00:00,2022-01-01 22:00:00,99.97,65.29,44.444925,26.127289
2022-01-01 22:00:00,2022-01-01 23:00:00,92.44,54.26,44.444925,26.127289
2022-01-01 23:00:00,2022-01-02 00:00:00,70.33,44.75,44.444925,26.127289
2022-01-02 00:00:00,2022-01-02 01:00:00,49.69,35.06,44.444925,26.127289
2022-01-02 01:00:00,2022-01-02 02:00:00,13.41,22.63,44.444925,26.127289
2022-01-02 02:00:00,2022-01-02 03:00:00,11.0,21.19,44.444925,26.127289
2022-01-02 03:00:00,2022-01-02 04:00:00,12.17,19.33,44.444925,26.127289
2022-01-02 04:00:00,2022-01-02 05:00:00,11.46,24.7,44.444925,26.127289
2022-01-02 05:00:00,2022-01-02 06:00:00,16.25,31.84,44.444925,26.127289
2022-01-02 06:00:00,2022-01-02 07:00:00,19.15,33.52,44.444925,26.127289
2022-01-02 07:00:00,2022-01-02 08:00:00,14.67,27.42,44.444925,26.127289
2022-01-02 08:00:00,2022-01-02 09:00:00,10.18,28.64,44.444925,26.127289
2022-01-02 09:00:00,2022-01-02 10:00:00,7.03,22.97,44.444925,26.127289
2022-01-02 10:00:00,2022-01-02 11:00:00,6.94,20.14,44.444925,26.127289
2022-01-02 11:00:00,2022-01-02 12:00:00,13.18,24.47,44.444925,26.127289
2022-01-02 13:00:00,2022-01-02 14:00:00,11.27,39.79,44.444925,26.127289
2022-01-02 14:00:00,2022-01-02 15:00:00,14.03,37.88,44.444925,26.127289
2022-01-02 15:00:00,2022-01-02 16:00:00,10.59,43.83,44.444925,26.127289
2022-01-02 16:00:00,2022-01-02 17:00:00,15.28,47.58,44.444925,26.127289
2022-01-02 17:00:00,2022-01-02 18:00:00,18.36,50.47,44.444925,26.127289
2022-01-02 18:00:00,2022-01-02 19:00:00,20.96,35.95,44.444925,26.127289
2022-01-02 19:00:00,2022-01-02 20:00:00,26.89,47.07,44.444925,26.127289
2022-01-02 20:00:00,2022-01-02 21:00:00,34.01,54.03,44.444925,26.127289
2022-01-02 21:00:00,2022-01-02 22:00:00,28.16,48.21,44.444925,26.127289
2022-01-02 22:00:00,2022-01-02 23:00:00,37.86,36.15,44.444925,26.127289
2022-01-02 23:00:00,2022-01-03 00:00:00,33.63,19.64,44.444925,26.127289
2022-01-03 00:00:00,2022-01-03 01:00:00,19.02,12.02,44.444925,26.127289
2022-01-03 01:00:00,2022-01-03 02:00:00,15.32,11.93,44.444925,26.127289
2022-01-03 02:00:00,2022-01-03 03:00:00,15.13,11.91,44.444925,26.127289
2022-01-03 03:00:00,2022-01-03 04:00:00,11.9,10.15,44.444925,26.127289
2022-01-03 04:00:00,2022-01-03 05:00:00,9.62,11.89,44.444925,26.127289
2022-01-03 05:00:00,2022-01-03 06:00:00,9.88,18.71,44.444925,26.127289
2022-01-03 06:00:00,2022-01-03 07:00:00,14.42,31.78,44.444925,26.127289
2022-01-03 07:00:00,2022-01-03 08:00:00,13.72,27.17,44.444925,26.127289
2022-01-03 08:00:00,2022-01-03 09:00:00,12.4,19.62,44.444925,26.127289
2022-01-03 09:00:00,2022-01-03 10:00:00,16.05,20.83,44.444925,26.127289
2022-01-03 10:00:00,2022-01-03 11:00:00,18.7,20.32,44.444925,26.127289
2022-01-03 11:00:00,2022-01-03 12:00:00,20.94,23.81,44.444925,26.127289
2022-01-03 12:00:00,2022-01-03 13:00:00,22.09,25.03,44.444925,26.127289
2022-01-03 14:00:00,2022-01-03 15:00:00,22.65,32.13,44.444925,26.127289
2022-01-03 15:00:00,2022-01-03 16:00:00,23.04,42.81,44.444925,26.127289
2022-01-03 16:00:00,2022-01-03 17:00:00,23.62,58.25,44.444925,26.127289
2022-01-03 17:00:00,2022-01-03 18:00:00,17.16,56.2,44.444925,26.127289
2022-01-03 18:00:00,2022-01-03 19:00:00,7.78,43.16,44.444925,26.127289
2022-01-03 19:00:00,2022-01-03 20:00:00,6.51,40.08,44.444925,26.127289
2022-01-03 20:00:00,2022-01-03 21:00:00,3.52,23.32,44.444925,26.127289
2022-01-03 21:00:00,2022-01-03 22:00:00,5.96,23.34,44.444925,26.127289
2022-01-03 22:00:00,2022-01-03 23:00:00,2.34,19.6,44.444925,26.127289
2022-01-03 23:00:00,2022-01-04 00:00:00,7.92,21.52,44.444925,26.127289
2022-01-04 00:00:00,2022-01-04 01:00:00,10.43,22.37,44.444925,26.127289
2022-01-04 01:00:00,2022-01-04 02:00:00,10.94,17.6,44.444925,26.127289
2022-01-04 02:00:00,2022-01-04 03:00:00,11.97,18.01,44.444925,26.127289
2022-01-04 03:00:00,2022-01-04 04:00:00,13.37,23.0,44.444925,26.127289
2022-01-04 04:00:00,2022-01-04 05:00:00,15.29,39.65,44.444925,26.127289
2022-01-04 05:00:00,2022-01-04 06:00:00,22.3,50.19,44.444925,26.127289
2022-01-04 06:00:00,2022-01-04 07:00:00,24.61,53.52,44.444925,26.127289
2022-01-04 07:00:00,2022-01-04 08:00:00,26.45,52.16,44.444925,26.127289
2022-01-04 08:00:00,2022-01-04 09:00:00,37.25,47.68,44.444925,26.127289
2022-01-04 09:00:00,2022-01-04 10:00:00,38.32,34.73,44.444925,26.127289
2022-01-04 10:00:00,2022-01-04 11:00:00,35.66,26.16,44.444925,26.127289
2022-01-04 11:00:00,2022-01-04 12:00:00,33.26,25.29,44.444925,26.127289
2022-01-04 12:00:00,2022-01-04 13:00:00,25.67,23.88,44.444925,26.127289
2022-01-04 13:00:00,2022-01-04 14:00:00,23.12,23.68,44.444925,26.127289
2022-01-04 15:00:00,2022-01-04 16:00:00,28.62,52.41,44.444925,26.127289
2022-01-04 16:00:00,2022-01-04 17:00:00,30.61,50.18,44.444925,26.127289
2022-01-04 17:00:00,2022-01-04 18:00:00,30.57,43.88,44.444925,26.127289
2022-01-04 18:00:00,2022-01-04 19:00:00,37.96,57.61,44.444925,26.127289
2022-01-04 19:00:00,2022-01-04 20:00:00,34.08,57.38,44.444925,26.127289
2022-01-04 20:00:00,2022-01-04 21:00:00,38.79,66.79,44.444925,26.127289
2022-01-04 21:00:00,2022-01-04 22:00:00,30.53,55.41,44.444925,26.127289
2022-01-04 22:00:00,2022-01-04 23:00:00,28.52,50.16,44.444925,26.127289
2022-01-04 23:00:00,2022-01-05 00:00:00,28.71,50.34,44.444925,26.127289
2022-01-05 00:00:00,2022-01-05 01:00:00,36.41,38.63,44.444925,26.127289
2022-01-05 01:00:00,2022-01-05 02:00:00,30.8,32.82,44.444925,26.127289
2022-01-05 02:00:00,2022-01-05 03:00:00,27.76,37.34,44.444925,26.127289
2022-01-05 03:00:00,2022-01-05 04:00:00,25.93,29.45,44.444925,26.127289
2022-01-05 04:00:00,2022-01-05 05:00:00,25.56,26.73,44.444925,26.127289
2022-01-05 05:00:00,2022-01-05 06:00:00,28.24,34.49,44.444925,26.127289
2022-01-05 06:00:00,2022-01-05 07:00:00,29.47,44.54,44.444925,26.127289
2022-01-05 07:00:00,2022-01-05 08:00:00,31.14,39.98,44.444925,26.127289
2022-01-05 08:00:00,2022-01-05 09:00:00,29.52,36.61,44.444925,26.127289
2022-01-05 09:00:00,2022-01-05 10:00:00,25.95,30.78,44.444925,26.127289
2022-01-05 10:00:00,2022-01-05 11:00:00,25.79,29.47,44.444925,26.127289
2022-01-05 11:00:00,2022-01-05 12:00:00,24.84,25.77,44.444925,26.127289
2022-01-05 12:00:00,2022-01-05 13:00:00,19.74,27.87,44.444925,26.127289
2022-01-05 13:00:00,2022-01-05 14:00:00,19.26,26.03,44.444925,26.127289
2022-01-05 14:00:00,2022-01-05 15:00:00,18.42,28.1,44.444925,26.127289
2022-01-05 16:00:00,2022-01-05 17:00:00,31.41,48.55,44.444925,26.127289
2022-01-05 17:00:00,2022-01-05 18:00:00,45.68,59.0,44.444925,26.127289
2022-01-05 18:00:00,2022-01-05 19:00:00,41.78,62.39,44.444925,26.127289
2022-01-05 19:00:00,2022-01-05 20:00:00,49.45,60.28,44.444925,26.127289
2022-01-05 20:00:00,2022-01-05 21:00:00,52.36,62.95,44.444925,26.127289
2022-01-05 21:00:00,2022-01-05 22:00:00,63.71,79.67,44.444925,26.127289
2022-01-05 22:00:00,2022-01-05 23:00:00,70.06,66.53,44.444925,26.127289
2022-01-05 23:00:00,2022-01-06 00:00:00,54.82,56.32,44.444925,26.127289
2022-01-06 00:00:00,2022-01-06 01:00:00,48.15,53.55,44.444925,26.127289
2022-01-06 01:00:00,2022-01-06 02:00:00,44.13,49.44,44.444925,26.127289
2022-01-06 02:00:00,2022-01-06 03:00:00,40.63,50.04,44.444925,26.127289
2022-01-06 03:00:00,2022-01-06 04:00:00,47.2,47.81,44.444925,26.127289
2022-01-06 04:00:00,2022-01-06 05:00:00,44.02,42.77,44.444925,26.127289
2022-01-06 05:00:00,2022-01-06 06:00:00,37.8,45.64,44.444925,26.127289
2022-01-06 06:00:00,2022-01-06 07:00:00,38.65,67.16,44.444925,26.127289
2022-01-06 07:00:00,2022-01-06 08:00:00,32.68,68.71,44.444925,26.127289
2022-01-06 08:00:00,2022-01-06 09:00:00,39.22,51.19,44.444925,26.127289
2022-01-06 09:00:00,2022-01-06 10:00:00,32.09,38.7,44.444925,26.127289
2022-01-06 10:00:00,2022-01-06 11:00:00,25.99,32.22,44.444925,26.127289
2022-01-06 11:00:00,2022-01-06 12:00:00,20.59,36.71,44.444925,26.127289
2022-01-06 12:00:00,2022-01-06 13:00:00,16.42,32.71,44.444925,26.127289
2022-01-06 13:00:00,2022-01-06 14:00:00,17.2,32.14,44.444925,26.127289
2022-01-06 14:00:00,2022-01-06 15:00:00,20.26,36.23,44.444925,26.127289
2022-01-06 15:00:00,2022-01-06 16:00:00,20.87,42.69,44.444925,26.127289
2022-01-06 17:00:00,2022-01-06 18:00:00,28.68,35.23,44.444925,26.127289
2022-01-06 18:00:00,2022-01-06 19:00:00,33.85,25.75,44.444925,26.127289
2022-01-06 19:00:00,2022-01-06 20:00:00,20.26,17.46,44.444925,26.127289
2022-01-06 20:00:00,2022-01-06 21:00:00,7.62,17.35,44.444925,26.127289
2022-01-06 21:00:00,2022-01-06 22:00:00,3.38,17.15,44.444925,26.127289
2022-01-06 22:00:00,2022-01-06 23:00:00,1.33,14.03,44.444925,26.127289
2022-01-06 23:00:00,2022-01-07 00:00:00,8.96,12.96,44.444925,26.127289
2022-01-07 00:00:00,2022-01-07 01:00:00,11.46,13.84,44.444925,26.127289
2022-01-07 01:00:00,2022-01-07 02:00:00,11.54,10.46,44.444925,26.127289
2022-01-07 02:00:00,2022-01-07 03:00:00,13.7,11.04,44.444925,26.127289
2022-01-07 03:00:00,2022-01-07 04:00:00,16.09,11.31,44.444925,26.127289
2022-01-07 04:00:00,2022-01-07 05:00:00,17.15,15.09,44.444925,26.127289
2022-01-07 05:00:00,2022-01-07 06:00:00,19.33,27.22,44.444925,26.127289
2022-01-07 06:00:00,2022-01-07 07:00:00,23.08,40.37,44.444925,26.127289
2022-01-07 07:00:00,2022-01-07 08:00:00,30.81,40.51,44.444925,26.127289
2022-01-07 08:00:00,2022-01-07 09:00:00,36.72,41.14,44.444925,26.127289
2022-01-07 09:00:00,2022-01-07 10:00:00,32.9,43.4,44.444925,26.127289
2022-01-07 10:00:00,2022-01-07 11:00:00,18.96,36.51,44.444925,26.127289
2022-01-07 11:00:00,2022-01-07 12:00:00,14.37,42.99,44.444925,26.127289
2022-01-07 12:00:00,2022-01-07 13:00:00,15.47,50.15,44.444925,26.127289
2022-01-07 13:00:00,2022-01-07 14:00:00,13.07,54.99,44.444925,26.127289
2022-01-07 14:00:00,2022-01-07 15:00:00,14.71,51.59,44.444925,26.127289
2022-01-07 15:00:00,2022-01-07 16:00:00,18.79,44.14,44.444925,26.127289
2022-01-07 16:00:00,2022-01-07 17:00:00,20.1,43.69,44.444925,26.127289
2022-01-07 18:00:00,2022-01-07 19:00:00,20.03,38.05,44.444925,26.127289
2022-01-07 19:00:00,2022-01-07 20:00:00,20.38,32.55,44.444925,26.127289
2022-01-07 20:00:00,2022-01-07 21:00:00,20.5,34.31,44.444925,26.127289
2022-01-07 21:00:00,2022-01-07 22:00:00,20.68,32.75,44.444925,26.127289
2022-01-07 22:00:00,2022-01-07 23:00:00,19.0,23.84,44.444925,26.127289
2022-01-07 23:00:00,2022-01-08 00:00:00,17.14,20.74,44.444925,26.127289
2022-01-08 00:00:00,2022-01-08 01:00:00,18.66,19.61,44.444925,26.127289
2022-01-08 01:00:00,2022-01-08 02:00:00,13.99,19.16,44.444925,26.127289
2022-01-08 02:00:00,2022-01-08 03:00:00,15.07,17.18,44.444925,26.127289
2022-01-08 03:00:00,2022-01-08 04:00:00,13.96,14.71,44.444925,26.127289
2022-01-08 04:00:00,2022-01-08 05:00:00,14.51,15.78,44.444925,26.127289
2022-01-08 05:00:00,2022-01-08 06:00:00,14.03,20.61,44.444925,26.127289
2022-01-08 06:00:00,2022-01-08 07:00:00,13.28,24.85,44.444925,26.127289
2022-01-08 07:00:00,2022-01-08 08:00:00,13.21,42.33,44.444925,26.127289
2022-01-08 08:00:00,2022-01-08 09:00:00,14.78,32.06,44.444925,26.127289
2022-01-08 09:00:00,2022-01-08 10:00:00,16.87,35.51,44.444925,26.127289
2022-01-08 10:00:00,2022-01-08 11:00:00,20.08,39.4,44.444925,26.127289
2022-01-08 11:00:00,2022-01-08 12:00:00,20.17,45.65,44.444925,26.127289
2022-01-08 12:00:00,2022-01-08 13:00:00,21.66,48.9,44.444925,26.127289
2022-01-08 13:00:00,2022-01-08 14:00:00,19.52,47.96,44.444925,26.127289
2022-01-08 14:00:00,2022-01-08 15:00:00,19.32,45.12,44.444925,26.127289
2022-01-08 15:00:00,2022-01-08 16:00:00,20.02,44.82,44.444925,26.127289
2022-01-08 16:00:00,2022-01-08 17:00:00,19.01,42.6,44.444925,26.127289
2022-01-08 17:00:00,2022-01-08 18:00:00,16.56,46.18,44.444925,26.127289
2022-01-08 19:00:00,2022-01-08 20:00:00,17.73,39.99,44.444925,26.127289
2022-01-08 20:00:00,2022-01-08 21:00:00,16.26,39.23,44.444925,26.127289
2022-01-08 21:00:00,2022-01-08 22:00:00,14.68,36.92,44.444925,26.127289
2022-01-08 22:00:00,2022-01-08 23:00:00,14.91,29.12,44.444925,26.127289
2022-01-08 23:00:00,2022-01-09 00:00:00,12.29,27.71,44.444925,26.127289
2022-01-09 00:00:00,2022-01-09 01:00:00,10.93,26.7,44.444925,26.127289
2022-01-09 01:00:00,2022-01-09 02:00:00,11.27,22.04,44.444925,26.127289
2022-01-09 02:00:00,2022-01-09 03:00:00,11.21,20.98,44.444925,26.127289
2022-01-09 03:00:00,2022-01-09 04:00:00,9.53,20.93,44.444925,26.127289
2022-01-09 04:00:00,2022-01-09 05:00:00,7.85,21.93,44.444925,26.127289
2022-01-09 05:00:00,2022-01-09 06:00:00,9.99,25.37,44.444925,26.127289
2022-01-09 06:00:00,2022-01-09 07:00:00,10.57,28.24,44.444925,26.127289
2022-01-09 07:00:00,2022-01-09 08:00:00,11.23,30.76,44.444925,26.127289
2022-01-09 08:00:00,2022-01-09 09:00:00,11.92,28.46,44.444925,26.127289
2022-01-09 09:00:00,2022-01-09 10:00:00,12.07,25.29,44.444925,26.127289
2022-01-09 10:00:00,2022-01-09 11:00:00,14.44,28.77,44.444925,26.127289
2022-01-09 11:00:00,2022-01-09 12:00:00,16.12,21.96,44.444925,26.127289
2022-01-09 12:00:00,2022-01-09 13:00:00,13.5,18.48,44.444925,26.127289
2022-01-09 13:00:00,2022-01-09 14:00:00,14.81,21.31,44.444925,26.127289
2022-01-09 14:00:00,2022-01-09 15:00:00,16.48,25.29,44.444925,26.127289
2022-01-09 15:00:00,2022-01-09 16:00:00,19.54,25.48,44.444925,26.127289
2022-01-09 16:00:00,2022-01-09 17:00:00,19.57,28.66,44.444925,26.127289
2022-01-09 17:00:00,2022-01-09 18:00:00,20.04,28.73,44.444925,26.127289
2022-01-09 18:00:00,2022-01-09 19:00:00,17.97,36.84,44.444925,26.127289
2022-01-09 20:00:00,2022-01-09 21:00:00,10.66,25.46,44.444925,26.127289
2022-01-09 21:00:00,2022-01-09 22:00:00,15.16,26.05,44.444925,26.127289
2022-01-09 22:00:00,2022-01-09 23:00:00,14.74,23.69,44.444925,26.127289
2022-01-09 23:00:00,2022-01-10 00:00:00,17.8,27.3,44.444925,26.127289
2022-01-10 00:00:00,2022-01-10 01:00:00,26.01,29.82,44.444925,26.127289
2022-01-10 01:00:00,2022-01-10 02:00:00,25.18,24.06,44.444925,26.127289
2022-01-10 02:00:00,2022-01-10 03:00:00,23.41,18.38,44.444925,26.127289
2022-01-10 03:00:00,2022-01-10 04:00:00,16.22,16.24,44.444925,26.127289
2022-01-10 04:00:00,2022-01-10 05:00:00,10.03,14.2,44.444925,26.127289
2022-01-10 05:00:00,2022-01-10 06:00:00,6.71,23.79,44.444925,26.127289
2022-01-10 06:00:00,2022-01-10 07:00:00,5.59,35.76,44.444925,26.127289
2022-01-10 07:00:00,2022-01-10 08:00:00,5.13,42.41,44.444925,26.127289
2022-01-10 08:00:00,2022-01-10 09:00:00,5.06,34.41,44.444925,26.127289
2022-01-10 09:00:00,2022-01-10 10:00:00,4.7,32.83,44.444925,26.127289
2022-01-10 10:00:00,2022-01-10 11:00:00,5.46,40.03,44.444925,26.127289
2022-01-10 11:00:00,2022-01-10 12:00:00,7.74,41.3,44.444925,26.127289
2022-01-10 12:00:00,2022-01-10 13:00:00,10.43,46.79,44.444925,26.127289
2022-01-10 13:00:00,2022-01-10 14:00:00,11.17,42.82,44.444925,26.127289
2022-01-10 14:00:00,2022-01-10 15:00:00,11.58,43.64,44.444925,26.127289
2022-01-10 15:00:00,2022-01-10 16:00:00,13.77,44.87,44.444925,26.127289
2022-01-10 16:00:00,2022-01-10 17:00:00,14.6,54.5,44.444925,26.127289
2022-01-10 17:00:00,2022-01-10 18:00:00,15.12,43.86,44.444925,26.127289
2022-01-10 18:00:00,2022-01-10 19:00:00,21.6,39.27,44.444925,26.127289
2022-01-10 19:00:00,2022-01-10 20:00:00,22.68,29.58,44.444925,26.127289
2022-01-10 21:00:00,2022-01-10 22:00:00,22.96,27.84,44.444925,26.127289
2022-01-10 22:00:00,2022-01-10 23:00:00,24.38,15.88,44.444925,26.127289
2022-01-10 23:00:00,2022-01-11 00:00:00,24.56,12.56,44.444925,26.127289
2022-01-11 00:00:00,2022-01-11 01:00:00,23.58,10.58,44.444925,26.127289
2022-01-11 01:00:00,2022-01-11 02:00:00,20.03,9.42,44.444925,26.127289
2022-01-11 02:00:00,2022-01-11 03:00:00,16.85,8.38,44.444925,26.127289
2022-01-11 03:00:00,2022-01-11 04:00:00,16.35,9.32,44.444925,26.127289
2022-01-11 04:00:00,2022-01-11 05:00:00,17.3,11.48,44.444925,26.127289
2022-01-11 05:00:00,2022-01-11 06:00:00,20.24,19.41,44.444925,26.127289
2022-01-11 06:00:00,2022-01-11 07:00:00,19.38,29.34,44.444925,26.127289
2022-01-11 07:00:00,2022-01-11 08:00:00,17.92,43.74,44.444925,26.127289
2022-01-11 08:00:00,2022-01-11 09:00:00,14.84,31.05,44.444925,26.127289
2022-01-11 09:00:00,2022-01-11 10:00:00,15.09,37.83,44.444925,26.127289
2022-01-11 10:00:00,2022-01-11 11:00:00,12.95,33.01,44.444925,26.127289
2022-01-11 11:00:00,2022-01-11 12:00:00,14.76,31.53,44.444925,26.127289
2022-01-11 12:00:00,2022-01-11 13:00:00,19.41,47.18,44.444925,26.127289
2022-01-11 13:00:00,2022-01-11 14:00:00,20.15,39.73,44.444925,26.127289
2022-01-11 14:00:00,2022-01-11 15:00:00,21.97,43.06,44.444925,26.127289
2022-01-11 15:00:00,2022-01-11 16:00:00,21.7,44.63,44.444925,26.127289
2022-01-11 16:00:00,2022-01-11 17:00:00,20.25,47.86,44.444925,26.127289
2022-01-11 17:00:00,2022-01-11 18:00:00,20.01,41.93,44.444925,26.127289
2022-01-11 18:00:00,2022-01-11 19:00:00,20.27,40.28,44.444925,26.127289
2022-01-11 19:00:00,2022-01-11 20:00:00,18.05,35.08,44.444925,26.127289
2022-01-11 20:00:00,2022-01-11 21:00:00,13.76,26.51,44.444925,26.127289
2022-01-11 22:00:00,2022-01-11 23:00:00,12.04,19.56,44.444925,26.127289
2022-01-11 23:00:00,2022-01-12 00:00:00,16.12,15.18,44.444925,26.127289
2022-01-12 00:00:00,2022-01-12 01:00:00,18.31,12.16,44.444925,26.127289
2022-01-12 01:00:00,2022-01-12 02:00:00,15.3,13.76,44.444925,26.127289
2022-01-12 02:00:00,2022-01-12 03:00:00,12.06,10.48,44.444925,26.127289
2022-01-12 03:00:00,2022-01-12 04:00:00,9.91,10.5,44.444925,26.127289
2022-01-12 04:00:00,2022-01-12 05:00:00,11.65,16.94,44.444925,26.127289
2022-01-12 05:00:00,2022-01-12 06:00:00,14.74,25.97,44.444925,26.127289
2022-01-12 06:00:00,2022-01-12 07:00:00,16.7,40.34,44.444925,26.127289
2022-01-12 07:00:00,2022-01-12 08:00:00,18.69,53.01,44.444925,26.127289
2022-01-12 08:00:00,2022-01-12 09:00:00,21.56,50.32,44.444925,26.127289
2022-01-12 09:00:00,2022-01-12 10:00:00,20.81,41.81,44.444925,26.127289
2022-01-12 10:00:00,2022-01-12 11:00:00,20.91,39.1,44.444925,26.127289
2022-01-12 11:00:00,2022-01-12 12:00:00,23.76,33.5,44.444925,26.127289
2022-01-12 12:00:00,2022-01-12 13:00:00,26.32,26.34,44.444925,26.127289
2022-01-12 13:00:00,2022-01-12 14:00:00,29.98,27.68,44.444925,26.127289
2022-01-12 14:00:00,2022-01-12 15:00:00,26.33,29.43,44.444925,26.127289
2022-01-12 15:00:00,2022-01-12 16:00:00,25.93,32.61,44.444925,26.127289
2022-01-12 16:00:00,2022-01-12 17:00:00,24.39,29.0,44.444925,26.127289
2022-01-12 17:00:00,2022-01-12 18:00:00,23.26,27.26,44.444925,26.127289
2022-01-12 18:00:00,2022-01-12 19:00:00,24.87,31.83,44.444925,26.127289
2022-01-12 19:00:00,2022-01-12 20:00:00,25.68,34.15,44.444925,26.127289
2022-01-12 20:00:00,2022-01-12 21:00:00,26.93,35.56,44.444925,26.127289
2022-01-12 21:00:00,2022-01-12 22:00:00,29.99,35.95,44.444925,26.127289
2022-01-12 23:00:00,2022-01-13 00:00:00,26.91,29.71,44.444925,26.127289
2022-01-13 00:00:00,2022-01-13 01:00:00,25.11,29.72,44.444925,26.127289
2022-01-13 01:00:00,2022-01-13 02:00:00,24.55,23.68,44.444925,26.127289
2022-01-13 02:00:00,2022-01-13 03:00:00,24.23,20.11,44.444925,26.127289
2022-01-13 03:00:00,2022-01-13 04:00:00,27.32,25.61,44.444925,26.127289
2022-01-13 04:00:00,2022-01-13 05:00:00,27.8,30.44,44.444925,26.127289
2022-01-13 05:00:00,2022-01-13 06:00:00,27.75,33.17,44.444925,26.127289
2022-01-13 06:00:00,2022-01-13 07:00:00,31.66,42.53,44.444925,26.127289
2022-01-13 07:00:00,2022-01-13 08:00:00,40.74,44.78,44.444925,26.127289
2022-01-13 08:00:00,2022-01-13 09:00:00,42.47,44.61,44.444925,26.127289
2022-01-13 09:00:00,2022-01-13 10:00:00,39.32,37.5,44.444925,26.127289
2022-01-13 10:00:00,2022-01-13 11:00:00,38.13,28.0,44.444925,26.127289
2022-01-13 11:00:00,2022-01-13 12:00:00,33.22,24.2,44.444925,26.127289
2022-01-13 12:00:00,2022-01-13 13:00:00,25.37,24.55,44.444925,26.127289
2022-01-13 13:00:00,2022-01-13 14:00:00,22.96,21.03,44.444925,26.127289
2022-01-13 14:00:00,2022-01-13 15:00:00,23.37,28.83,44.444925,26.127289
2022-01-13 15:00:00,2022-01-13 16:00:00,26.72,30.83,44.444925,26.127289
2022-01-13 16:00:00,2022-01-13 17:00:00,29.85,33.4,44.444925,26.127289
2022-01-13 17:00:00,2022-01-13 18:00:00,31.13,30.82,44.444925,26.127289
2022-01-13 18:00:00,2022-01-13 19:00:00,33.24,29.16,44.444925,26.127289
2022-01-13 19:00:00,2022-01-13 20:00:00,32.15,26.41,44.444925,26.127289
2022-01-13 20:00:00,2022-01-13 21:00:00,31.6,29.52,44.444925,26.127289
2022-01-13 21:00:00,2022-01-13 22:00:00,32.13,23.91,44.444925,26.127289
2022-01-13 22:00:00,2022-01-13 23:00:00,32.97,16.45,44.444925,26.127289
2022-01-14 00:00:00,2022-01-14 01:00:00,36.87,15.28,44.444925,26.127289
2022-01-14 01:00:00,2022-01-14 02:00:00,37.88,13.71,44.444925,26.127289
2022-01-14 02:00:00,2022-01-14 03:00:00,35.26,13.12,44.444925,26.127289
2022-01-14 03:00:00,2022-01-14 04:00:00,33.61,11.97,44.444925,26.127289
2022-01-14 04:00:00,2022-01-14 05:00:00,33.8,17.27,44.444925,26.127289
2022-01-14 05:00:00,2022-01-14 06:00:00,37.87,24.24,44.444925,26.127289
2022-01-14 06:00:00,2022-01-14 07:00:00,38.37,36.27,44.444925,26.127289
2022-01-14 07:00:00,2022-01-14 08:00:00,38.64,36.22,44.444925,26.127289
2022-01-14 08:00:00,2022-01-14 09:00:00,39.13,33.03,44.444925,26.127289
2022-01-14 09:00:00,2022-01-14 10:00:00,36.89,26.03,44.444925,26.127289
2022-01-14 10:00:00,2022-01-14 11:00:00,32.41,23.05,44.444925,26.127289
2022-01-14 11:00:00,2022-01-14 12:00:00,29.1,22.57,44.444925,26.127289
2022-01-14 12:00:00,2022-01-14 13:00:00,25.32,22.34,44.444925,26.127289
2022-01-14 13:00:00,2022-01-14 14:00:00,20.88,23.29,44.444925,26.127289
2022-01-14 14:00:00,2022-01-14 15:00:00,20.12,27.15,44.444925,26.127289
2022-01-14 15:00:00,2022-01-14 16:00:00,19.2,36.55,44.444925,26.127289
2022-01-14 16:00:00,2022-01-14 17:00:00,17.23,41.28,44.444925,26.127289
