start,end,pm10,no2,latitude,longitude
2022-11-03 20:00:00,2022-11-03 21:00:00,65.88,92.96,44.444925,26.127289
2022-11-03 21:00:00,2022-11-03 22:00:00,54.56,91.47,44.444925,26.127289
2022-11-03 22:00:00,2022-11-03 23:00:00,51.23,79.65,44.444925,26.127289
2022-11-03 23:00:00,2022-11-04 00:00:00,50.95,69.61,44.444925,26.127289
2022-11-04 00:00:00,2022-11-04 01:00:00,49.43,60.46,44.444925,26.127289
2022-11-04 01:00:00,2022-11-04 02:00:00,49.81,49.25,44.444925,26.127289
2022-11-04 02:00:00,2022-11-04 03:00:00,46.79,36.57,44.444925,26.127289
2022-11-04 03:00:00,2022-11-04 04:00:00,42.93,28.65,44.444925,26.127289
2022-11-04 04:00:00,2022-11-04 05:00:00,42.74,34.9,44.444925,26.127289
2022-11-04 05:00:00,2022-11-04 06:00:00,41.42,49.18,44.444925,26.127289
2022-11-04 06:00:00,2022-11-04 07:00:00,43.33,61.09,44.444925,26.127289
2022-11-04 07:00:00,2022-11-04 08:00:00,44.32,57.76,44.444925,26.127289
2022-11-04 08:00:00,2022-11-04 09:00:00,46.89,50.85,44.444925,26.127289
2022-11-04 09:00:00,2022-11-04 10:00:00,42.86,47.56,44.444925,26.127289
2022-11-04 10:00:00,2022-11-04 11:00:00,36.27,50.57,44.444925,26.127289
2022-11-04 11:00:00,2022-11-04 12:00:00,37.33,52.17,44.444925,26.127289
2022-11-04 12:00:00,2022-11-04 13:00:00,41.48,56.2,44.444925,26.127289
2022-11-04 13:00:00,2022-11-04 14:00:00,39.2,63.65,44.444925,26.127289
2022-11-04 14:00:00,2022-11-04 15:00:00,40.67,82.91,44.444925,26.127289
2022-11-04 15:00:00,2022-11-04 16:00:00,43.34,85.91,44.444925,26.127289
2022-11-04 16:00:00,2022-11-04 17:00:00,49.99,97.79,44.444925,26.127289
2022-11-04 17:00:00,2022-11-04 18:00:00,53.84,97.81,44.444925,26.127289
2022-11-04 19:00:00,2022-11-04 20:00:00,62.6,85.51,44.444925,26.127289
2022-11-04 20:00:00,2022-11-04 21:00:00,62.83,84.71,44.444925,26.127289
2022-11-04 21:00:00,2022-11-04 22:00:00,70.68,73.81,44.444925,26.127289
2022-11-04 22:00:00,2022-11-04 23:00:00,70.32,59.26,44.444925,26.127289
2022-11-04 23:00:00,2022-11-05 00:00:00,66.33,56.57,44.444925,26.127289
2022-11-05 00:00:00,2022-11-05 01:00:00,53.19,47.83,44.444925,26.127289
2022-11-05 01:00:00,2022-11-05 02:00:00,52.59,37.26,44.444925,26.127289
2022-11-05 02:00:00,2022-11-05 03:00:00,49.59,32.15,44.444925,26.127289
2022-11-05 03:00:00,2022-11-05 04:00:00,38.95,27.87,44.444925,26.127289
2022-11-05 04:00:00,2022-11-05 05:00:00,32.01,30.82,44.444925,26.127289
2022-11-05 05:00:00,2022-11-05 06:00:00,30.98,30.62,44.444925,26.127289
2022-11-05 06:00:00,2022-11-05 07:00:00,34.12,34.98,44.444925,26.127289
2022-11-05 07:00:00,2022-11-05 08:00:00,44.86,32.36,44.444925,26.127289
2022-11-05 09:00:00,2022-11-05 10:00:00,58.97,36.09,44.444925,26.127289
2022-11-05 10:00:00,2022-11-05 11:00:00,59.19,38.02,44.444925,26.127289
2022-11-05 11:00:00,2022-11-05 12:00:00,55.03,41.38,44.444925,26.127289
2022-11-05 12:00:00,2022-11-05 13:00:00,51.29,49.65,44.444925,26.127289
2022-11-05 13:00:00,2022-11-05 14:00:00,48.44,57.28,44.444925,26.127289
2022-11-05 14:00:00,2022-11-05 15:00:00,45.23,55.82,44.444925,26.127289
2022-11-05 15:00:00,2022-11-05 16:00:00,43.3,52.39,44.444925,26.127289
2022-11-05 16:00:00,2022-11-05 17:00:00,42.86,51.21,44.444925,26.127289
2022-11-05 17:00:00,2022-11-05 18:00:00,42.56,47.51,44.444925,26.127289
2022-11-05 18:00:00,2022-11-05 19:00:00,43.41,46.42,44.444925,26.127289
2022-11-05 20:00:00,2022-11-05 21:00:00,49.02,39.72,44.444925,26.127289
2022-11-05 21:00:00,2022-11-05 22:00:00,44.82,33.4,44.444925,26.127289
2022-11-05 22:00:00,2022-11-05 23:00:00,41.77,34.56,44.444925,26.127289
2022-11-05 23:00:00,2022-11-06 00:00:00,42.8,29.05,44.444925,26.127289
2022-11-06 00:00:00,2022-11-06 01:00:00,43.37,27.56,44.444925,26.127289
2022-11-06 01:00:00,2022-11-06 02:00:00,41.15,26.37,44.444925,26.127289
2022-11-06 02:00:00,2022-11-06 03:00:00,43.02,28.49,44.444925,26.127289
2022-11-06 03:00:00,2022-11-06 04:00:00,47.65,20.39,44.444925,26.127289
2022-11-06 04:00:00,2022-11-06 05:00:00,44.34,18.66,44.444925,26.127289
2022-11-06 05:00:00,2022-11-06 06:00:00,37.88,18.02,44.444925,26.127289
2022-11-06 06:00:00,2022-11-06 07:00:00,33.55,17.46,44.444925,26.127289
2022-11-06 07:00:00,2022-11-06 08:00:00,31.06,22.21,44.444925,26.127289
2022-11-06 08:00:00,2022-11-06 09:00:00,30.98,24.48,44.444925,26.127289
2022-11-06 09:00:00,2022-11-06 10:00:00,30.28,25.4,44.444925,26.127289
2022-11-06 10:00:00,2022-11-06 11:00:00,33.42,33.18,44.444925,26.127289
2022-11-06 11:00:00,2022-11-06 12:00:00,35.35,37.92,44.444925,26.127289
2022-11-06 12:00:00,2022-11-06 13:00:00,36.85,35.77,44.444925,26.127289
2022-11-06 13:00:00,2022-11-06 14:00:00,35.98,35.54,44.444925,26.127289
2022-11-06 14:00:00,2022-11-06 15:00:00,36.16,40.75,44.444925,26.127289
2022-11-06 15:00:00,2022-11-06 16:00:00,36.13,43.78,44.444925,26.127289
2022-11-06 16:00:00,2022-11-06 17:00:00,37.53,43.39,44.444925,26.127289
2022-11-06 17:00:00,2022-11-06 18:00:00,33.1,45.06,44.444925,26.127289
2022-11-06 18:00:00,2022-11-06 19:00:00,26.64,42.75,44.444925,26.127289
2022-11-06 19:00:00,2022-11-06 20:00:00,20.89,35.58,44.444925,26.127289
2022-11-06 21:00:00,2022-11-06 22:00:00,19.72,31.21,44.444925,26.127289
2022-11-06 22:00:00,2022-11-06 23:00:00,17.93,29.17,44.444925,26.127289
2022-11-06 23:00:00,2022-11-07 00:00:00,16.32,27.51,44.444925,26.127289
2022-11-07 00:00:00,2022-11-07 01:00:00,16.52,19.22,44.444925,26.127289
2022-11-07 01:00:00,2022-11-07 02:00:00,18.15,14.25,44.444925,26.127289
2022-11-07 02:00:00,2022-11-07 03:00:00,19.16,14.17,44.444925,26.127289
2022-11-07 03:00:00,2022-11-07 04:00:00,20.33,13.23,44.444925,26.127289
2022-11-07 04:00:00,2022-11-07 05:00:00,22.15,19.22,44.444925,26.127289
2022-11-07 05:00:00,2022-11-07 06:00:00,24.35,33.36,44.444925,26.127289
2022-11-07 06:00:00,2022-11-07 07:00:00,27.06,45.48,44.444925,26.127289
2022-11-07 07:00:00,2022-11-07 08:00:00,28.75,58.38,44.444925,26.127289
2022-11-07 08:00:00,2022-11-07 09:00:00,30.81,51.19,44.444925,26.127289
2022-11-07 09:00:00,2022-11-07 10:00:00,29.76,46.82,44.444925,26.127289
2022-11-07 10:00:00,2022-11-07 11:00:00,33.97,38.74,44.444925,26.127289
2022-11-07 11:00:00,2022-11-07 12:00:00,34.29,34.05,44.444925,26.127289
2022-11-07 12:00:00,2022-11-07 13:00:00,39.0,37.6,44.444925,26.127289
2022-11-07 13:00:00,2022-11-07 14:00:00,37.21,54.5,44.444925,26.127289
2022-11-07 14:00:00,2022-11-07 15:00:00,38.08,57.64,44.444925,26.127289
2022-11-07 15:00:00,2022-11-07 16:00:00,37.71,59.62,44.444925,26.127289
2022-11-07 16:00:00,2022-11-07 17:00:00,41.74,74.3,44.444925,26.127289
2022-11-07 17:00:00,2022-11-07 18:00:00,70.32,97.47,44.444925,26.127289
2022-11-07 18:00:00,2022-11-07 19:00:00,77.88,99.65,44.444925,26.127289
2022-11-07 19:00:00,2022-11-07 20:00:00,72.46,90.59,44.444925,26.127289
2022-11-07 20:00:00,2022-11-07 21:00:00,80.51,80.47,44.444925,26.127289
2022-11-07 22:00:00,2022-11-07 23:00:00,57.1,73.45,44.444925,26.127289
2022-11-07 23:00:00,2022-11-08 00:00:00,44.64,61.49,44.444925,26.127289
2022-11-08 00:00:00,2022-11-08 01:00:00,42.64,57.29,44.444925,26.127289
2022-11-08 01:00:00,2022-11-08 02:00:00,41.79,56.85,44.444925,26.127289
2022-11-08 02:00:00,2022-11-08 03:00:00,35.92,29.69,44.444925,26.127289
2022-11-08 03:00:00,2022-11-08 04:00:00,37.51,30.23,44.444925,26.127289
2022-11-08 04:00:00,2022-11-08 05:00:00,36.84,31.85,44.444925,26.127289
2022-11-08 05:00:00,2022-11-08 06:00:00,35.87,48.86,44.444925,26.127289
2022-11-08 06:00:00,2022-11-08 07:00:00,35.77,56.95,44.444925,26.127289
2022-11-08 07:00:00,2022-11-08 08:00:00,39.97,57.87,44.444925,26.127289
2022-11-08 08:00:00,2022-11-08 09:00:00,47.12,52.21,44.444925,26.127289
2022-11-08 09:00:00,2022-11-08 10:00:00,52.77,44.9,44.444925,26.127289
2022-11-08 10:00:00,2022-11-08 11:00:00,46.76,32.33,44.444925,26.127289
2022-11-08 11:00:00,2022-11-08 12:00:00,42.59,32.68,44.444925,26.127289
2022-11-08 12:00:00,2022-11-08 13:00:00,40.49,34.02,44.444925,26.127289
2022-11-08 13:00:00,2022-11-08 14:00:00,38.22,38.76,44.444925,26.127289
2022-11-08 14:00:00,2022-11-08 15:00:00,43.73,54.22,44.444925,26.127289
2022-11-08 15:00:00,2022-11-08 16:00:00,62.41,72.0,44.444925,26.127289
2022-11-08 16:00:00,2022-11-08 17:00:00,66.43,70.6,44.444925,26.127289
2022-11-08 17:00:00,2022-11-08 18:00:00,72.9,70.19,44.444925,26.127289
2022-11-08 18:00:00,2022-11-08 19:00:00,62.29,64.53,44.444925,26.127289
2022-11-08 19:00:00,2022-11-08 20:00:00,58.17,62.63,44.444925,26.127289
2022-11-08 20:00:00,2022-11-08 21:00:00,58.94,64.39,44.444925,26.127289
2022-11-08 21:00:00,2022-11-08 22:00:00,52.86,52.52,44.444925,26.127289
2022-11-10 00:00:00,2022-11-10 01:00:00,77.11,60.59,44.444925,26.127289
2022-11-10 01:00:00,2022-11-10 02:00:00,70.42,51.44,44.444925,26.127289
2022-11-10 02:00:00,2022-11-10 03:00:00,64.95,43.05,44.444925,26.127289
2022-11-10 03:00:00,2022-11-10 04:00:00,66.24,40.3,44.444925,26.127289
2022-11-10 04:00:00,2022-11-10 05:00:00,60.91,37.87,44.444925,26.127289
2022-11-10 05:00:00,2022-11-10 06:00:00,53.74,41.65,44.444925,26.127289
2022-11-10 06:00:00,2022-11-10 07:00:00,54.58,50.58,44.444925,26.127289
2022-11-10 07:00:00,2022-11-10 08:00:00,51.34,51.9,44.444925,26.127289
2022-11-10 08:00:00,2022-11-10 09:00:00,49.58,60.86,44.444925,26.127289
2022-11-10 09:00:00,2022-11-10 10:00:00,50.89,72.16,44.444925,26.127289
2022-11-10 10:00:00,2022-11-10 11:00:00,52.05,73.3,44.444925,26.127289
2022-11-10 11:00:00,2022-11-10 12:00:00,58.46,84.62,44.444925,26.127289
2022-11-10 12:00:00,2022-11-10 13:00:00,58.82,87.43,44.444925,26.127289
2022-11-10 13:00:00,2022-11-10 14:00:00,57.93,77.31,44.444925,26.127289
2022-11-10 14:00:00,2022-11-10 15:00:00,56.05,92.37,44.444925,26.127289
2022-11-10 15:00:00,2022-11-10 16:00:00,51.14,104.45,44.444925,26.127289
2022-11-10 16:00:00,2022-11-10 17:00:00,57.71,109.4,44.444925,26.127289
2022-11-10 17:00:00,2022-11-10 18:00:00,68.15,105.71,44.444925,26.127289
2022-11-10 18:00:00,2022-11-10 19:00:00,94.07,112.51,44.444925,26.127289
2022-11-10 19:00:00,2022-11-10 20:00:00,85.33,109.34,44.444925,26.127289
2022-11-10 20:00:00,2022-11-10 21:00:00,75.98,89.21,44.444925,26.127289
2022-11-10 21:00:00,2022-11-10 22:00:00,74.97,78.35,44.444925,26.127289
2022-11-10 22:00:00,2022-11-10 23:00:00,76.94,75.71,44.444925,26.127289
2022-11-10 23:00:00,2022-11-11 00:00:00,73.83,61.51,44.444925,26.127289
2022-11-11 01:00:00,2022-11-11 02:00:00,69.11,44.09,44.444925,26.127289
2022-11-11 02:00:00,2022-11-11 03:00:00,68.11,45.79,44.444925,26.127289
2022-11-11 03:00:00,2022-11-11 04:00:00,71.63,46.97,44.444925,26.127289
2022-11-11 04:00:00,2022-11-11 05:00:00,67.73,42.7,44.444925,26.127289
2022-11-11 05:00:00,2022-11-11 06:00:00,44.12,40.81,44.444925,26.127289
2022-11-11 06:00:00,2022-11-11 07:00:00,33.44,48.06,44.444925,26.127289
2022-11-11 07:00:00,2022-11-11 08:00:00,32.9,56.73,44.444925,26.127289
2022-11-11 08:00:00,2022-11-11 09:00:00,24.58,55.67,44.444925,26.127289
2022-11-11 09:00:00,2022-11-11 10:00:00,21.81,59.04,44.444925,26.127289
2022-11-11 10:00:00,2022-11-11 11:00:00,10.73,67.34,44.444925,26.127289
2022-11-11 11:00:00,2022-11-11 12:00:00,8.82,68.11,44.444925,26.127289
2022-11-11 12:00:00,2022-11-11 13:00:00,9.51,68.35,44.444925,26.127289
2022-11-11 13:00:00,2022-11-11 14:00:00,9.99,71.4,44.444925,26.127289
2022-11-11 14:00:00,2022-11-11 15:00:00,12.5,76.5,44.444925,26.127289
2022-11-11 15:00:00,2022-11-11 16:00:00,12.9,64.64,44.444925,26.127289
2022-11-11 16:00:00,2022-11-11 17:00:00,13.41,69.17,44.444925,26.127289
2022-11-11 17:00:00,2022-11-11 18:00:00,28.0,71.64,44.444925,26.127289
2022-11-11 18:00:00,2022-11-11 19:00:00,45.39,58.49,44.444925,26.127289
2022-11-11 19:00:00,2022-11-11 20:00:00,52.04,45.26,44.444925,26.127289
2022-11-11 20:00:00,2022-11-11 21:00:00,45.12,44.37,44.444925,26.127289
2022-11-11 21:00:00,2022-11-11 22:00:00,38.72,46.62,44.444925,26.127289
2022-11-11 22:00:00,2022-11-11 23:00:00,41.79,39.54,44.444925,26.127289
2022-11-11 23:00:00,2022-11-12 00:00:00,41.78,39.8,44.444925,26.127289
2022-11-12 00:00:00,2022-11-12 01:00:00,37.62,37.5,44.444925,26.127289
2022-11-12 02:00:00,2022-11-12 03:00:00,29.59,40.11,44.444925,26.127289
2022-11-12 03:00:00,2022-11-12 04:00:00,29.06,37.83,44.444925,26.127289
2022-11-12 04:00:00,2022-11-12 05:00:00,25.33,34.6,44.444925,26.127289
2022-11-12 05:00:00,2022-11-12 06:00:00,20.65,37.75,44.444925,26.127289
2022-11-12 06:00:00,2022-11-12 07:00:00,21.54,43.06,44.444925,26.127289
2022-11-12 07:00:00,2022-11-12 08:00:00,22.38,42.12,44.444925,26.127289
2022-11-12 08:00:00,2022-11-12 09:00:00,26.24,40.99,44.444925,26.127289
2022-11-12 09:00:00,2022-11-12 10:00:00,27.14,36.29,44.444925,26.127289
2022-11-12 10:00:00,2022-11-12 11:00:00,25.86,34.58,44.444925,26.127289
2022-11-12 11:00:00,2022-11-12 12:00:00,21.72,37.86,44.444925,26.127289
2022-11-12 12:00:00,2022-11-12 13:00:00,17.49,35.02,44.444925,26.127289
2022-11-12 13:00:00,2022-11-12 14:00:00,18.01,43.24,44.444925,26.127289
2022-11-12 14:00:00,2022-11-12 15:00:00,17.09,45.86,44.444925,26.127289
2022-11-12 15:00:00,2022-11-12 16:00:00,16.07,48.93,44.444925,26.127289
2022-11-12 16:00:00,2022-11-12 17:00:00,20.76,72.58,44.444925,26.127289
2022-11-12 17:00:00,2022-11-12 18:00:00,33.36,81.86,44.444925,26.127289
2022-11-12 18:00:00,2022-11-12 19:00:00,43.16,96.85,44.444925,26.127289
2022-11-12 19:00:00,2022-11-12 20:00:00,45.46,88.75,44.444925,26.127289
2022-11-12 20:00:00,2022-11-12 21:00:00,50.03,84.42,44.444925,26.127289
2022-11-12 21:00:00,2022-11-12 22:00:00,65.27,88.13,44.444925,26.127289
2022-11-12 22:00:00,2022-11-12 23:00:00,93.04,86.41,44.444925,26.127289
2022-11-12 23:00:00,2022-11-13 00:00:00,84.76,68.78,44.444925,26.127289
2022-11-13 00:00:00,2022-11-13 01:00:00,77.49,64.57,44.444925,26.127289
2022-11-13 01:00:00,2022-11-13 02:00:00,63.64,59.78,44.444925,26.127289
2022-11-13 03:00:00,2022-11-13 04:00:00,58.07,52.18,44.444925,26.127289
2022-11-13 04:00:00,2022-11-13 05:00:00,51.43,50.02,44.444925,26.127289
2022-11-13 05:00:00,2022-11-13 06:00:00,43.3,49.43,44.444925,26.127289
2022-11-13 06:00:00,2022-11-13 07:00:00,39.26,54.53,44.444925,26.127289
2022-11-13 07:00:00,2022-11-13 08:00:00,37.42,48.06,44.444925,26.127289
2022-11-13 08:00:00,2022-11-13 09:00:00,45.12,41.2,44.444925,26.127289
2022-11-13 09:00:00,2022-11-13 10:00:00,31.07,28.61,44.444925,26.127289
2022-11-13 10:00:00,2022-11-13 11:00:00,27.53,22.06,44.444925,26.127289
2022-11-13 11:00:00,2022-11-13 12:00:00,23.39,18.48,44.444925,26.127289
2022-11-13 12:00:00,2022-11-13 13:00:00,19.35,20.35,44.444925,26.127289
2022-11-13 13:00:00,2022-11-13 14:00:00,18.25,20.19,44.444925,26.127289
2022-11-13 14:00:00,2022-11-13 15:00:00,16.68,24.29,44.444925,26.127289
2022-11-13 15:00:00,2022-11-13 16:00:00,20.74,35.26,44.444925,26.127289
2022-11-13 16:00:00,2022-11-13 17:00:00,29.86,38.65,44.444925,26.127289
2022-11-13 17:00:00,2022-11-13 18:00:00,33.14,44.82,44.444925,26.127289
2022-11-13 18:00:00,2022-11-13 19:00:00,36.12,58.95,44.444925,26.127289
2022-11-13 19:00:00,2022-11-13 20:00:00,33.24,75.68,44.444925,26.127289
2022-11-13 20:00:00,2022-11-13 21:00:00,33.41,75.11,44.444925,26.127289
2022-11-13 21:00:00,2022-11-13 22:00:00,37.6,70.48,44.444925,26.127289
2022-11-13 22:00:00,2022-11-13 23:00:00,43.82,60.18,44.444925,26.127289
2022-11-13 23:00:00,2022-11-14 00:00:00,38.7,51.24,44.444925,26.127289
2022-11-14 00:00:00,2022-11-14 01:00:00,40.72,50.72,44.444925,26.127289
2022-11-14 01:00:00,2022-11-14 02:00:00,46.36,47.7,44.444925,26.127289
2022-11-14 02:00:00,2022-11-14 03:00:00,40.98,45.9,44.444925,26.127289
2022-11-14 04:00:00,2022-11-14 05:00:00,32.06,31.22,44.444925,26.127289
2022-11-14 05:00:00,2022-11-14 06:00:00,30.54,35.01,44.444925,26.127289
2022-11-14 06:00:00,2022-11-14 07:00:00,32.22,50.04,44.444925,26.127289
2022-11-14 07:00:00,2022-11-14 08:00:00,35.3,53.88,44.444925,26.127289
2022-11-14 08:00:00,2022-11-14 09:00:00,40.22,49.45,44.444925,26.127289
2022-11-14 09:00:00,2022-11-14 10:00:00,39.15,49.73,44.444925,26.127289
2022-11-14 10:00:00,2022-11-14 11:00:00,34.34,42.3,44.444925,26.127289
2022-11-14 11:00:00,2022-11-14 12:00:00,31.47,46.53,44.444925,26.127289
2022-11-14 12:00:00,2022-11-14 13:00:00,32.42,63.21,44.444925,26.127289
2022-11-14 13:00:00,2022-11-14 14:00:00,29.0,50.99,44.444925,26.127289
2022-11-14 14:00:00,2022-11-14 15:00:00,27.9,58.93,44.444925,26.127289
2022-11-14 15:00:00,2022-11-14 16:00:00,27.23,49.1,44.444925,26.127289
2022-11-14 16:00:00,2022-11-14 17:00:00,21.89,52.47,44.444925,26.127289
2022-11-14 17:00:00,2022-11-14 18:00:00,17.63,45.18,44.444925,26.127289
2022-11-14 18:00:00,2022-11-14 19:00:00,17.81,46.59,44.444925,26.127289
2022-11-14 19:00:00,2022-11-14 20:00:00,18.33,42.97,44.444925,26.127289
2022-11-14 20:00:00,2022-11-14 21:00:00,22.05,37.58,44.444925,26.127289
2022-11-14 21:00:00,2022-11-14 22:00:00,22.53,35.17,44.444925,26.127289
2022-11-14 22:00:00,2022-11-14 23:00:00,21.84,27.59,44.444925,26.127289
2022-11-14 23:00:00,2022-11-15 00:00:00,20.55,22.3,44.444925,26.127289
2022-11-15 00:00:00,2022-11-15 01:00:00,21.32,21.69,44.444925,26.127289
2022-11-15 01:00:00,2022-11-15 02:00:00,22.31,15.65,44.444925,26.127289
2022-11-15 02:00:00,2022-11-15 03:00:00,23.3,14.14,44.444925,26.127289
2022-11-15 03:00:00,2022-11-15 04:00:00,24.22,12.08,44.444925,26.127289
2022-11-15 05:00:00,2022-11-15 06:00:00,24.05,30.22,44.444925,26.127289
2022-11-15 06:00:00,2022-11-15 07:00:00,24.05,35.99,44.444925,26.127289
2022-11-15 07:00:00,2022-11-15 08:00:00,28.45,40.84,44.444925,26.127289
2022-11-15 08:00:00,2022-11-15 09:00:00,28.62,34.65,44.444925,26.127289
2022-11-15 09:00:00,2022-11-15 10:00:00,29.75,39.72,44.444925,26.127289
2022-11-15 10:00:00,2022-11-15 11:00:00,28.95,34.14,44.444925,26.127289
2022-11-15 11:00:00,2022-11-15 12:00:00,28.11,29.7,44.444925,26.127289
2022-11-15 12:00:00,2022-11-15 13:00:00,25.65,30.97,44.444925,26.127289
2022-11-15 13:00:00,2022-11-15 14:00:00,22.66,28.78,44.444925,26.127289
2022-11-15 14:00:00,2022-11-15 15:00:00,21.85,32.31,44.444925,26.127289
2022-11-15 15:00:00,2022-11-15 16:00:00,22.55,34.14,44.444925,26.127289
2022-11-15 16:00:00,2022-11-15 17:00:00,23.06,39.04,44.444925,26.127289
2022-11-15 17:00:00,2022-11-15 18:00:00,24.76,38.83,44.444925,26.127289
2022-11-15 18:00:00,2022-11-15 19:00:00,25.88,34.14,44.444925,26.127289
2022-11-15 19:00:00,2022-11-15 20:00:00,27.81,34.39,44.444925,26.127289
2022-11-15 20:00:00,2022-11-15 21:00:00,29.18,30.8,44.444925,26.127289
2022-11-15 21:00:00,2022-11-15 22:00:00,30.19,23.55,44.444925,26.127289
2022-11-15 22:00:00,2022-11-15 23:00:00,29.39,20.69,44.444925,26.127289
2022-11-15 23:00:00,2022-11-16 00:00:00,29.73,17.84,44.444925,26.127289
2022-11-16 00:00:00,2022-11-16 01:00:00,30.27,15.53,44.444925,26.127289
2022-11-16 01:00:00,2022-11-16 02:00:00,30.8,14.67,44.444925,26.127289
2022-11-16 02:00:00,2022-11-16 03:00:00,31.65,12.97,44.444925,26.127289
2022-11-16 03:00:00,2022-11-16 04:00:00,31.16,12.98,44.444925,26.127289
2022-11-16 04:00:00,2022-11-16 05:00:00,41.55,16.84,44.444925,26.127289
2022-11-16 06:00:00,2022-11-16 07:00:00,39.31,31.13,44.444925,26.127289
2022-11-16 07:00:00,2022-11-16 08:00:00,36.89,30.67,44.444925,26.127289
2022-11-16 08:00:00,2022-11-16 09:00:00,37.99,28.03,44.444925,26.127289
2022-11-16 09:00:00,2022-11-16 10:00:00,39.13,29.46,44.444925,26.127289
2022-11-16 10:00:00,2022-11-16 11:00:00,35.35,23.48,44.444925,26.127289
2022-11-16 11:00:00,2022-11-16 12:00:00,37.73,26.61,44.444925,26.127289
2022-11-16 12:00:00,2022-11-16 13:00:00,41.63,25.38,44.444925,26.127289
2022-11-16 13:00:00,2022-11-16 14:00:00,40.03,27.67,44.444925,26.127289
2022-11-16 14:00:00,2022-11-16 15:00:00,33.48,31.06,44.444925,26.127289
2022-11-16 15:00:00,2022-11-16 16:00:00,29.51,39.91,44.444925,26.127289
2022-11-16 16:00:00,2022-11-16 17:00:00,30.43,45.97,44.444925,26.127289
2022-11-16 17:00:00,2022-11-16 18:00:00,34.71,52.48,44.444925,26.127289
2022-11-16 18:00:00,2022-11-16 19:00:00,35.16,49.5,44.444925,26.127289
2022-11-16 19:00:00,2022-11-16 20:00:00,35.37,40.07,44.444925,26.127289
2022-11-16 20:00:00,2022-11-16 21:00:00,33.32,39.65,44.444925,26.127289
2022-11-16 21:00:00,2022-11-16 22:00:00,30.46,39.54,44.444925,26.127289
2022-11-16 22:00:00,2022-11-16 23:00:00,31.0,47.03,44.444925,26.127289
2022-11-16 23:00:00,2022-11-17 00:00:00,30.25,52.32,44.444925,26.127289
2022-11-17 00:00:00,2022-11-17 01:00:00,29.56,48.96,44.444925,26.127289
2022-11-17 01:00:00,2022-11-17 02:00:00,30.08,50.87,44.444925,26.127289
2022-11-17 02:00:00,2022-11-17 03:00:00,31.29,46.48,44.444925,26.127289
2022-11-17 03:00:00,2022-11-17 04:00:00,30.21,44.26,44.444925,26.127289
2022-11-17 04:00:00,2022-11-17 05:00:00,29.36,41.22,44.444925,26.127289
2022-11-17 05:00:00,2022-11-17 06:00:00,28.05,43.72,44.444925,26.127289
2022-11-17 07:00:00,2022-11-17 08:00:00,36.73,78.94,44.444925,26.127289
2022-11-17 08:00:00,2022-11-17 09:00:00,48.55,87.1,44.444925,26.127289
2022-11-17 09:00:00,2022-11-17 10:00:00,44.42,71.85,44.444925,26.127289
2022-11-17 10:00:00,2022-11-17 11:00:00,36.88,48.55,44.444925,26.127289
2022-11-17 11:00:00,2022-11-17 12:00:00,30.18,32.9,44.444925,26.127289
2022-11-17 12:00:00,2022-11-17 13:00:00,25.47,28.46,44.444925,26.127289
2022-11-17 13:00:00,2022-11-17 14:00:00,31.27,25.62,44.444925,26.127289
2022-11-17 14:00:00,2022-11-17 15:00:00,24.82,25.56,44.444925,26.127289
2022-11-17 15:00:00,2022-11-17 16:00:00,22.57,36.0,44.444925,26.127289
2022-11-17 16:00:00,2022-11-17 17:00:00,23.29,43.83,44.444925,26.127289
2022-11-17 17:00:00,2022-11-17 18:00:00,24.21,44.61,44.444925,26.127289
2022-11-17 18:00:00,2022-11-17 19:00:00,17.67,43.82,44.444925,26.127289
2022-11-17 19:00:00,2022-11-17 20:00:00,18.39,36.71,44.444925,26.127289
2022-11-17 20:00:00,2022-11-17 21:00:00,18.03,36.7,44.444925,26.127289
2022-11-17 21:00:00,2022-11-17 22:00:00,18.49,41.3,44.444925,26.127289
2022-11-17 22:00:00,2022-11-17 23:00:00,21.93,52.08,44.444925,26.127289
2022-11-17 23:00:00,2022-11-18 00:00:00,20.58,40.73,44.444925,26.127289
2022-11-18 00:00:00,2022-11-18 01:00:00,19.5,33.38,44.444925,26.127289
2022-11-18 01:00:00,2022-11-18 02:00:00,17.99,26.24,44.444925,26.127289
2022-11-18 02:00:00,2022-11-18 03:00:00,18.51,32.65,44.444925,26.127289
2022-11-18 03:00:00,2022-11-18 04:00:00,23.91,35.79,44.444925,26.127289
2022-11-18 04:00:00,2022-11-18 05:00:00,24.13,26.24,44.444925,26.127289
2022-11-18 05:00:00,2022-11-18 06:00:00,18.41,26.34,44.444925,26.127289
2022-11-18 06:00:00,2022-11-18 07:00:00,17.57,32.04,44.444925,26.127289
2022-11-18 08:00:00,2022-11-18 09:00:00,20.27,29.25,44.444925,26.127289
2022-11-18 09:00:00,2022-11-18 10:00:00,24.6,33.04,44.444925,26.127289
2022-11-18 10:00:00,2022-11-18 11:00:00,26.93,46.03,44.444925,26.127289
2022-11-18 11:00:00,2022-11-18 12:00:00,29.73,59.78,44.444925,26.127289
2022-11-18 12:00:00,2022-11-18 13:00:00,32.35,63.46,44.444925,26.127289
2022-11-18 13:00:00,2022-11-18 14:00:00,31.82,53.03,44.444925,26.127289
2022-11-18 14:00:00,2022-11-18 15:00:00,31.44,55.36,44.444925,26.127289
2022-11-18 15:00:00,2022-11-18 16:00:00,33.81,56.71,44.444925,26.127289
