start,end,pm10,pm2_5,no2,temperature,humidity,wind_speed,pressure,longitude,latitude
2022-01-01 00:00:00,2022-01-01 01:00:00,53.68,40.173682559999996,29.63,3.8,99.0,3.6,1017.7,26.127289,44.444925
2022-01-01 01:00:00,2022-01-01 02:00:00,50.13,37.51689096,22.5,3.9,99.0,7.2,1017.2,26.127289,44.444925
2022-01-01 02:00:00,2022-01-01 03:00:00,38.55,28.850511599999997,23.24,3.8,100.0,7.2,1017.0,26.127289,44.444925
2022-01-01 03:00:00,2022-01-01 04:00:00,32.87,24.599645039999995,25.12,3.9,99.0,7.2,1016.7,26.127289,44.444925
2022-01-01 04:00:00,2022-01-01 05:00:00,33.31,24.92893752,24.12,3.7,98.0,7.2,1016.2,26.127289,44.444925
2022-01-01 05:00:00,2022-01-01 06:00:00,36.34,27.19656528,23.99,2.9,100.0,7.2,1016.2,26.127289,44.444925
2022-01-01 06:00:00,2022-01-01 07:00:00,39.3,29.411805599999997,26.76,3.0,100.0,3.6,1016.8,26.127289,44.444925
2022-01-01 07:00:00,2022-01-01 08:00:00,42.64,31.911434879999998,25.75,3.7,100.0,3.6,1016.8,26.127289,44.444925
2022-01-01 08:00:00,2022-01-01 09:00:00,44.12,33.01905504,18.94,4.3,95.0,7.2,1017.5,26.127289,44.444925
2022-01-01 09:00:00,2022-01-01 10:00:00,44.7,33.4531224,23.2,6.6,87.0,3.6,1017.2,26.127289,44.444925
2022-01-01 10:00:00,2022-01-01 11:00:00,48.89,36.588884879999995,26.6,8.4,82.0,7.2,1016.8,26.127289,44.444925
2022-01-01 12:00:00,2022-01-01 13:00:00,39.85,29.8234212,27.09,9.9,82.0,3.6,1016.8,26.127289,44.444925
2022-01-01 13:00:00,2022-01-01 14:00:00,35.51,26.575399919999995,25.67,10.6,83.0,7.2,1016.5,26.127289,44.444925
2022-01-01 14:00:00,2022-01-01 15:00:00,36.19,27.084306479999995,29.08,12.0,81.0,7.2,1016.7,26.127289,44.444925
2022-01-01 15:00:00,2022-01-01 16:00:00,30.22,22.616406239999996,40.93,10.4,89.0,3.6,1017.3,26.127289,44.444925
2022-01-01 16:00:00,2022-01-01 17:00:00,28.36,21.22439712,52.22,8.6,95.0,3.6,1017.7,26.127289,44.444925
2022-01-01 17:00:00,2022-01-01 18:00:00,36.63,27.41359896,64.24,7.1,99.0,11.9,1018.3,26.127289,44.444925
2022-01-01 18:00:00,2022-01-01 19:00:00,50.91,38.10063672,75.74,7.2,100.0,3.6,1018.8,26.127289,44.444925
2022-01-01 19:00:00,2022-01-01 20:00:00,63.24,47.32831008,72.21,7.6,100.0,3.6,1019.4,26.127289,44.444925
2022-01-01 20:00:00,2022-01-01 21:00:00,76.14,56.98256687999999,65.32,6.9,100.0,3.6,1019.8,26.127289,44.444925
2022-01-01 21:00:00,2022-01-01 22:00:00,99.97,74.81674824,65.29,6.1,100.0,3.6,1020.3,26.127289,44.444925
2022-01-01 22:00:00,2022-01-01 23:00:00,92.44,69.18135647999999,54.26,5.9,99.0,7.2,1020.7,26.127289,44.444925
2022-01-01 23:00:00,2022-01-02 00:00:00,70.33,52.63440935999999,44.75,5.4,100.0,3.6,1020.9,26.127289,44.444925
2022-01-02 00:00:00,2022-01-02 01:00:00,49.69,37.18759848,35.06,4.8,100.0,7.2,1021.3,26.127289,44.444925
2022-01-02 01:00:00,2022-01-02 02:00:00,13.41,10.035936719999999,22.63,3.6,100.0,3.6,1021.8,26.127289,44.444925
2022-01-02 02:00:00,2022-01-02 03:00:00,11.0,8.232312,21.19,2.9,100.0,3.6,1021.8,26.127289,44.444925
2022-01-02 03:00:00,2022-01-02 04:00:00,12.17,9.10793064,19.33,2.7,100.0,3.6,1022.1,26.127289,44.444925
2022-01-02 04:00:00,2022-01-02 05:00:00,11.46,8.57657232,24.7,2.2,100.0,3.6,1022.7,26.127289,44.444925
2022-01-02 05:00:00,2022-01-02 06:00:00,16.25,12.16137,31.84,2.1,99.0,5.0,1023.4,26.127289,44.444925
2022-01-02 06:00:00,2022-01-02 07:00:00,19.15,14.331706799999997,33.52,1.6,100.0,3.6,1024.3,26.127289,44.444925
2022-01-02 07:00:00,2022-01-02 08:00:00,14.67,10.978910639999999,27.42,1.1,100.0,3.6,1025.4,26.127289,44.444925
2022-01-02 08:00:00,2022-01-02 09:00:00,10.18,7.618630559999999,28.64,2.6,100.0,3.6,1025.8,26.127289,44.444925
2022-01-02 09:00:00,2022-01-02 10:00:00,7.03,5.26119576,22.97,5.8,100.0,7.2,1026.0,26.127289,44.444925
2022-01-02 10:00:00,2022-01-02 11:00:00,6.94,5.1938404799999995,20.14,8.1,82.0,7.2,1026.0,26.127289,44.444925
2022-01-02 11:00:00,2022-01-02 12:00:00,13.18,9.863806559999999,24.47,7.5,82.0,7.2,1025.9,26.127289,44.444925
2022-01-02 13:00:00,2022-01-02 14:00:00,11.27,8.43437784,39.79,8.9,72.0,3.6,1024.7,26.127289,44.444925
2022-01-02 14:00:00,2022-01-02 15:00:00,14.03,10.499939759999998,37.88,8.5,74.0,3.6,1024.4,26.127289,44.444925
2022-01-02 15:00:00,2022-01-02 16:00:00,10.59,7.925471279999999,43.83,7.9,77.0,3.6,1024.1,26.127289,44.444925
2022-01-02 16:00:00,2022-01-02 17:00:00,15.28,11.435429759999998,47.58,7.2,78.0,4.0,1023.8,26.127289,44.444925
2022-01-02 17:00:00,2022-01-02 18:00:00,18.36,13.740477119999998,50.47,6.0,86.0,3.6,1023.6,26.127289,44.444925
2022-01-02 18:00:00,2022-01-02 19:00:00,20.96,15.68629632,35.95,6.7,89.0,3.6,1023.0,26.127289,44.444925
2022-01-02 19:00:00,2022-01-02 20:00:00,26.89,20.124260879999998,47.07,5.0,96.0,1.8,1022.4,26.127289,44.444925
2022-01-02 20:00:00,2022-01-02 21:00:00,34.01,25.452811919999995,54.03,4.3,99.0,3.6,1021.6,26.127289,44.444925
2022-01-02 21:00:00,2022-01-02 22:00:00,28.16,21.07471872,48.21,4.6,100.0,3.6,1020.8,26.127289,44.444925
2022-01-02 22:00:00,2022-01-02 23:00:00,37.86,28.33412112,36.15,4.8,100.0,3.6,1020.1,26.127289,44.444925
2022-01-02 23:00:00,2022-01-03 00:00:00,33.63,25.16842296,19.64,4.7,100.0,7.2,1019.3,26.127289,44.444925
2022-01-03 00:00:00,2022-01-03 01:00:00,19.02,14.234415839999999,12.02,4.4,100.0,7.2,1018.4,26.127289,44.444925
2022-01-03 01:00:00,2022-01-03 02:00:00,15.32,11.46536544,11.93,4.6,99.0,7.2,1017.8,26.127289,44.444925
2022-01-03 02:00:00,2022-01-03 03:00:00,15.13,11.32317096,11.91,4.5,100.0,7.2,1016.9,26.127289,44.444925
2022-01-03 03:00:00,2022-01-03 04:00:00,11.9,8.9058648,10.15,4.4,100.0,10.8,1015.6,26.127289,44.444925
2022-01-03 04:00:00,2022-01-03 05:00:00,9.62,7.199531039999999,11.89,4.3,100.0,10.8,1014.8,26.127289,44.444925
2022-01-03 05:00:00,2022-01-03 06:00:00,9.88,7.39411296,18.71,4.3,100.0,10.8,1014.5,26.127289,44.444925
2022-01-03 06:00:00,2022-01-03 07:00:00,14.42,10.79181264,31.78,4.1,100.0,10.8,1014.3,26.127289,44.444925
2022-01-03 07:00:00,2022-01-03 08:00:00,13.72,10.26793824,27.17,3.9,100.0,7.2,1014.1,26.127289,44.444925
2022-01-03 08:00:00,2022-01-03 09:00:00,12.4,9.2800608,19.62,4.3,100.0,10.8,1013.6,26.127289,44.444925
2022-01-03 09:00:00,2022-01-03 10:00:00,16.05,12.011691599999999,20.83,5.0,100.0,7.2,1013.0,26.127289,44.444925
2022-01-03 10:00:00,2022-01-03 11:00:00,18.7,13.994930399999998,20.32,5.1,100.0,10.8,1013.0,26.127289,44.444925
2022-01-03 11:00:00,2022-01-03 12:00:00,20.94,15.67132848,23.81,6.9,95.0,7.2,1011.9,26.127289,44.444925
2022-01-03 12:00:00,2022-01-03 13:00:00,22.09,16.531979279999998,25.03,8.4,81.0,7.2,1011.3,26.127289,44.444925
2022-01-03 14:00:00,2022-01-03 15:00:00,22.65,16.951078799999998,32.13,10.6,78.0,7.2,1010.7,26.127289,44.444925
2022-01-03 15:00:00,2022-01-03 16:00:00,23.04,17.242951679999997,42.81,9.5,86.0,3.6,1011.0,26.127289,44.444925
2022-01-03 16:00:00,2022-01-03 17:00:00,23.62,17.67701904,58.25,11.3,72.0,7.2,1011.3,26.127289,44.444925
2022-01-03 17:00:00,2022-01-03 18:00:00,17.16,12.84240672,56.2,11.3,66.0,3.6,1011.5,26.127289,44.444925
2022-01-03 18:00:00,2022-01-03 19:00:00,7.78,5.82248976,43.16,12.6,52.0,7.2,1011.6,26.127289,44.444925
2022-01-03 19:00:00,2022-01-03 20:00:00,6.51,4.8720319199999995,40.08,12.2,53.0,3.6,1011.6,26.127289,44.444925
2022-01-03 20:00:00,2022-01-03 21:00:00,3.52,2.63433984,23.32,11.2,57.0,10.8,1011.9,26.127289,44.444925
2022-01-03 21:00:00,2022-01-03 22:00:00,5.96,4.460416319999999,23.34,10.2,64.0,10.8,1011.8,26.127289,44.444925
2022-01-03 22:00:00,2022-01-03 23:00:00,2.34,1.7512372799999998,19.6,10.2,58.0,10.8,1011.8,26.127289,44.444925
2022-01-03 23:00:00,2022-01-04 00:00:00,7.92,5.92726464,21.52,7.5,71.0,3.6,1012.2,26.127289,44.444925
2022-01-04 00:00:00,2022-01-04 01:00:00,10.43,7.8057285599999995,22.37,6.2,75.0,15.1,1012.0,26.127289,44.444925
2022-01-04 01:00:00,2022-01-04 02:00:00,10.94,8.187408479999998,17.6,6.9,68.0,3.6,1012.3,26.127289,44.444925
2022-01-04 02:00:00,2022-01-04 03:00:00,11.97,8.95825224,18.01,5.0,76.0,3.6,1012.4,26.127289,44.444925
2022-01-04 03:00:00,2022-01-04 04:00:00,13.37,10.00600104,23.0,3.4,85.0,10.8,1012.9,26.127289,44.444925
2022-01-04 04:00:00,2022-01-04 05:00:00,15.29,11.442913679999998,39.65,3.6,84.0,7.2,1013.2,26.127289,44.444925
2022-01-04 05:00:00,2022-01-04 06:00:00,22.3,16.6891416,50.19,3.1,87.0,7.2,1013.7,26.127289,44.444925
2022-01-04 06:00:00,2022-01-04 07:00:00,24.61,18.417927119999998,53.52,2.3,90.0,3.6,1013.3,26.127289,44.444925
2022-01-04 07:00:00,2022-01-04 08:00:00,26.45,19.7949684,52.16,3.4,84.0,3.6,1013.9,26.127289,44.444925
2022-01-04 08:00:00,2022-01-04 09:00:00,37.25,27.877602,47.68,4.2,84.0,3.6,1014.3,26.127289,44.444925
2022-01-04 09:00:00,2022-01-04 10:00:00,38.32,28.67838144,34.73,5.8,78.0,7.2,1014.6,26.127289,44.444925
2022-01-04 10:00:00,2022-01-04 11:00:00,35.66,26.687658719999995,26.16,8.3,71.0,7.2,1013.9,26.127289,44.444925
2022-01-04 11:00:00,2022-01-04 12:00:00,33.26,24.89151792,25.29,10.5,65.0,7.2,1013.2,26.127289,44.444925
2022-01-04 12:00:00,2022-01-04 13:00:00,25.67,19.21122264,23.88,12.3,62.0,7.2,1012.6,26.127289,44.444925
2022-01-04 13:00:00,2022-01-04 14:00:00,23.12,17.30282304,23.68,12.8,62.0,7.2,1012.0,26.127289,44.444925
2022-01-04 15:00:00,2022-01-04 16:00:00,28.62,21.41897904,52.41,11.1,70.0,7.2,1011.1,26.127289,44.444925
2022-01-04 16:00:00,2022-01-04 17:00:00,30.61,22.90827912,50.18,8.4,79.0,7.2,1010.9,26.127289,44.444925
2022-01-04 17:00:00,2022-01-04 18:00:00,30.57,22.87834344,43.88,7.2,87.0,3.6,1010.9,26.127289,44.444925
2022-01-04 18:00:00,2022-01-04 19:00:00,37.96,28.40896032,57.61,6.5,91.0,3.6,1010.7,26.127289,44.444925
2022-01-04 19:00:00,2022-01-04 20:00:00,34.08,25.505199359999995,57.38,6.1,91.0,7.2,1010.1,26.127289,44.444925
2022-01-04 20:00:00,2022-01-04 21:00:00,38.79,29.030125679999998,66.79,6.0,91.0,7.2,1009.4,26.127289,44.444925
2022-01-04 21:00:00,2022-01-04 22:00:00,30.53,22.84840776,55.41,5.8,88.0,3.6,1009.4,26.127289,44.444925
2022-01-04 22:00:00,2022-01-04 23:00:00,28.52,21.344139839999997,50.16,5.3,91.0,3.6,1009.0,26.127289,44.444925
2022-01-04 23:00:00,2022-01-05 00:00:00,28.71,21.486334319999997,50.34,4.7,92.0,3.6,1008.7,26.127289,44.444925
2022-01-05 00:00:00,2022-01-05 01:00:00,36.41,27.248952719999995,38.63,4.4,91.0,3.6,1008.3,26.127289,44.444925
2022-01-05 01:00:00,2022-01-05 02:00:00,30.8,23.0504736,32.82,6.6,79.0,10.8,1008.1,26.127289,44.444925
2022-01-05 02:00:00,2022-01-05 03:00:00,27.76,20.775361919999998,37.34,4.8,86.0,3.6,1008.1,26.127289,44.444925
2022-01-05 03:00:00,2022-01-05 04:00:00,25.93,19.40580456,29.45,3.3,93.0,3.6,1008.0,26.127289,44.444925
2022-01-05 04:00:00,2022-01-05 05:00:00,25.56,19.128899519999997,26.73,2.9,95.0,3.6,1007.6,26.127289,44.444925
2022-01-05 05:00:00,2022-01-05 06:00:00,28.24,21.13459008,34.49,1.9,97.0,3.6,1007.5,26.127289,44.444925
2022-01-05 06:00:00,2022-01-05 07:00:00,29.47,22.055112239999996,44.54,2.1,97.0,3.6,1007.7,26.127289,44.444925
2022-01-05 07:00:00,2022-01-05 08:00:00,31.14,23.30492688,39.98,3.0,94.0,7.2,1007.7,26.127289,44.444925
2022-01-05 08:00:00,2022-01-05 09:00:00,29.52,22.09253184,36.61,6.0,82.0,7.2,1007.5,26.127289,44.444925
2022-01-05 09:00:00,2022-01-05 10:00:00,25.95,19.420772399999997,30.78,9.8,69.0,7.2,1007.4,26.127289,44.444925
2022-01-05 10:00:00,2022-01-05 11:00:00,25.79,19.30102968,29.47,10.9,65.0,10.8,1007.0,26.127289,44.444925
2022-01-05 11:00:00,2022-01-05 12:00:00,24.84,18.59005728,25.77,13.4,58.0,7.2,1006.6,26.127289,44.444925
2022-01-05 12:00:00,2022-01-05 13:00:00,19.74,14.773258079999998,27.87,14.4,55.0,7.2,1006.1,26.127289,44.444925
2022-01-05 13:00:00,2022-01-05 14:00:00,19.26,14.41402992,26.03,14.8,55.0,7.2,1005.5,26.127289,44.444925
2022-01-05 14:00:00,2022-01-05 15:00:00,18.42,13.78538064,28.1,13.9,59.0,14.4,1005.4,26.127289,44.444925
2022-01-05 16:00:00,2022-01-05 17:00:00,31.41,23.50699272,48.55,9.4,82.0,3.6,1005.7,26.127289,44.444925
2022-01-05 17:00:00,2022-01-05 18:00:00,45.68,34.18654656,59.0,7.2,92.0,3.6,1005.9,26.127289,44.444925
2022-01-05 18:00:00,2022-01-05 19:00:00,41.78,31.26781776,62.39,7.3,92.0,3.6,1005.8,26.127289,44.444925
2022-01-05 19:00:00,2022-01-05 20:00:00,49.45,37.0079844,60.28,6.5,95.0,3.6,1005.6,26.127289,44.444925
2022-01-05 20:00:00,2022-01-05 21:00:00,52.36,39.18580512,62.95,6.1,97.0,3.6,1005.8,26.127289,44.444925
2022-01-05 21:00:00,2022-01-05 22:00:00,63.71,47.680054319999996,79.67,5.8,95.0,3.6,1005.9,26.127289,44.444925
2022-01-05 22:00:00,2022-01-05 23:00:00,70.06,52.432343519999996,66.53,5.2,98.0,3.6,1005.9,26.127289,44.444925
2022-01-05 23:00:00,2022-01-06 00:00:00,54.82,41.02684944,56.32,4.5,100.0,3.6,1005.8,26.127289,44.444925
2022-01-06 00:00:00,2022-01-06 01:00:00,48.15,36.0350748,53.55,4.4,100.0,3.6,1005.8,26.127289,44.444925
2022-01-06 01:00:00,2022-01-06 02:00:00,44.13,33.026538959999996,49.44,4.1,100.0,3.6,1005.9,26.127289,44.444925
2022-01-06 02:00:00,2022-01-06 03:00:00,40.63,30.40716696,50.04,3.9,100.0,3.6,1005.9,26.127289,44.444925
2022-01-06 03:00:00,2022-01-06 04:00:00,47.2,35.3241024,47.81,3.6,100.0,3.6,1006.1,26.127289,44.444925
2022-01-06 04:00:00,2022-01-06 05:00:00,44.02,32.94421584,42.77,2.6,100.0,9.7,1006.3,26.127289,44.444925
2022-01-06 05:00:00,2022-01-06 06:00:00,37.8,28.289217599999997,45.64,2.8,100.0,3.6,1006.8,26.127289,44.444925
2022-01-06 06:00:00,2022-01-06 07:00:00,38.65,28.925350799999997,67.16,3.0,99.0,3.6,1007.0,26.127289,44.444925
2022-01-06 07:00:00,2022-01-06 08:00:00,32.68,24.457450559999998,68.71,3.0,100.0,7.2,1007.3,26.127289,44.444925
2022-01-06 08:00:00,2022-01-06 09:00:00,39.22,29.35193424,51.19,4.5,96.0,7.2,1007.9,26.127289,44.444925
2022-01-06 09:00:00,2022-01-06 10:00:00,32.09,24.01589928,38.7,8.7,78.0,10.8,1008.1,26.127289,44.444925
2022-01-06 10:00:00,2022-01-06 11:00:00,25.99,19.45070808,32.22,13.4,60.0,7.2,1007.7,26.127289,44.444925
2022-01-06 11:00:00,2022-01-06 12:00:00,20.59,15.40939128,36.71,16.1,48.0,3.6,1007.6,26.127289,44.444925
2022-01-06 12:00:00,2022-01-06 13:00:00,16.42,12.28859664,32.71,15.7,47.0,7.2,1007.3,26.127289,44.444925
2022-01-06 13:00:00,2022-01-06 14:00:00,17.2,12.872342399999999,32.14,15.0,53.0,3.6,1007.6,26.127289,44.444925
2022-01-06 14:00:00,2022-01-06 15:00:00,20.26,15.16242192,36.23,14.1,55.0,7.2,1008.1,26.127289,44.444925
2022-01-06 15:00:00,2022-01-06 16:00:00,20.87,15.61894104,42.69,12.3,66.0,7.2,1009.1,26.127289,44.444925
2022-01-06 17:00:00,2022-01-06 18:00:00,28.68,21.46388256,35.23,9.8,76.0,10.8,1009.9,26.127289,44.444925
2022-01-06 18:00:00,2022-01-06 19:00:00,33.85,25.3330692,25.75,9.2,75.0,10.8,1011.2,26.127289,44.444925
2022-01-06 19:00:00,2022-01-06 20:00:00,20.26,15.16242192,17.46,8.0,78.0,14.4,1012.2,26.127289,44.444925
2022-01-06 20:00:00,2022-01-06 21:00:00,7.62,5.702747039999999,17.35,6.9,77.0,10.8,1013.3,26.127289,44.444925
2022-01-06 21:00:00,2022-01-06 22:00:00,3.38,2.5295649599999996,17.15,6.2,78.0,10.8,1014.2,26.127289,44.444925
2022-01-06 22:00:00,2022-01-06 23:00:00,1.33,0.99536136,14.03,5.7,79.0,7.2,1015.4,26.127289,44.444925
2022-01-06 23:00:00,2022-01-07 00:00:00,8.96,6.70559232,12.96,5.2,80.0,3.6,1016.2,26.127289,44.444925
2022-01-07 00:00:00,2022-01-07 01:00:00,11.46,8.57657232,13.84,5.2,81.0,3.6,1016.6,26.127289,44.444925
2022-01-07 01:00:00,2022-01-07 02:00:00,11.54,8.63644368,10.46,4.8,82.0,3.6,1017.3,26.127289,44.444925
2022-01-07 02:00:00,2022-01-07 03:00:00,13.7,10.252970399999999,11.04,4.1,85.0,7.2,1017.6,26.127289,44.444925
2022-01-07 03:00:00,2022-01-07 04:00:00,16.09,12.041627279999998,11.31,3.9,86.0,3.6,1018.2,26.127289,44.444925
2022-01-07 04:00:00,2022-01-07 05:00:00,17.15,12.834922799999998,15.09,3.8,86.0,3.6,1019.3,26.127289,44.444925
2022-01-07 05:00:00,2022-01-07 06:00:00,19.33,14.466417359999998,27.22,3.8,87.0,1.8,1019.7,26.127289,44.444925
2022-01-07 06:00:00,2022-01-07 07:00:00,23.08,17.27288736,40.37,4.1,84.0,3.6,1020.5,26.127289,44.444925
2022-01-07 07:00:00,2022-01-07 08:00:00,30.81,23.05795752,40.51,4.1,85.0,3.6,1021.2,26.127289,44.444925
2022-01-07 08:00:00,2022-01-07 09:00:00,36.72,27.480954239999996,41.14,4.5,84.0,3.6,1021.8,26.127289,44.444925
2022-01-07 09:00:00,2022-01-07 10:00:00,32.9,24.622096799999998,43.4,3.9,93.0,3.6,1022.4,26.127289,44.444925
2022-01-07 10:00:00,2022-01-07 11:00:00,18.96,14.18951232,36.51,3.2,95.0,10.8,1023.0,26.127289,44.444925
2022-01-07 11:00:00,2022-01-07 12:00:00,14.37,10.754393039999998,42.99,1.4,92.0,7.2,1023.1,26.127289,44.444925
2022-01-07 12:00:00,2022-01-07 13:00:00,15.47,11.57762424,50.15,1.6,84.0,7.2,1023.3,26.127289,44.444925
2022-01-07 13:00:00,2022-01-07 14:00:00,13.07,9.781483439999999,54.99,2.1,75.0,7.2,1023.2,26.127289,44.444925
2022-01-07 14:00:00,2022-01-07 15:00:00,14.71,11.00884632,51.59,2.2,67.0,10.8,1023.4,26.127289,44.444925
2022-01-07 15:00:00,2022-01-07 16:00:00,18.79,14.062285679999999,44.14,2.1,72.0,7.2,1023.7,26.127289,44.444925
2022-01-07 16:00:00,2022-01-07 17:00:00,20.1,15.0426792,43.69,2.1,69.0,10.8,1024.1,26.127289,44.444925
2022-01-07 18:00:00,2022-01-07 19:00:00,20.03,14.99029176,38.05,2.1,69.0,7.2,1024.4,26.127289,44.444925
2022-01-07 19:00:00,2022-01-07 20:00:00,20.38,15.252228959999998,32.55,2.1,71.0,7.2,1024.3,26.127289,44.444925
2022-01-07 20:00:00,2022-01-07 21:00:00,20.5,15.342035999999998,34.31,2.1,72.0,7.2,1024.3,26.127289,44.444925
2022-01-07 21:00:00,2022-01-07 22:00:00,20.68,15.476746559999999,32.75,2.1,72.0,7.2,1024.2,26.127289,44.444925
2022-01-07 22:00:00,2022-01-07 23:00:00,19.0,14.219448,23.84,2.2,69.0,7.2,1024.0,26.127289,44.444925
2022-01-07 23:00:00,2022-01-08 00:00:00,17.14,12.827438879999999,20.74,2.0,72.0,7.2,1023.7,26.127289,44.444925
2022-01-08 00:00:00,2022-01-08 01:00:00,18.66,13.96499472,19.61,2.0,73.0,7.2,1023.2,26.127289,44.444925
2022-01-08 01:00:00,2022-01-08 02:00:00,13.99,10.470004079999999,19.16,2.1,70.0,7.2,1023.2,26.127289,44.444925
2022-01-08 02:00:00,2022-01-08 03:00:00,15.07,11.278267439999999,17.18,0.8,87.0,7.2,1022.9,26.127289,44.444925
2022-01-08 03:00:00,2022-01-08 04:00:00,13.96,10.44755232,14.71,0.4,92.0,7.2,1022.2,26.127289,44.444925
2022-01-08 04:00:00,2022-01-08 05:00:00,14.51,10.859167919999999,15.78,0.1,96.0,7.2,1021.9,26.127289,44.444925
2022-01-08 05:00:00,2022-01-08 06:00:00,14.03,10.499939759999998,20.61,0.1,99.0,7.2,1021.6,26.127289,44.444925
2022-01-08 06:00:00,2022-01-08 07:00:00,13.28,9.938645759999998,24.85,0.1,100.0,7.2,1021.4,26.127289,44.444925
2022-01-08 07:00:00,2022-01-08 08:00:00,13.21,9.88625832,42.33,0.3,100.0,7.2,1021.4,26.127289,44.444925
2022-01-08 08:00:00,2022-01-08 09:00:00,14.78,11.061233759999999,32.06,0.6,100.0,7.2,1021.0,26.127289,44.444925
2022-01-08 09:00:00,2022-01-08 10:00:00,16.87,12.62537304,35.51,0.7,100.0,7.2,1020.5,26.127289,44.444925
2022-01-08 10:00:00,2022-01-08 11:00:00,20.08,15.027711359999998,39.4,0.7,100.0,7.2,1019.8,26.127289,44.444925
2022-01-08 11:00:00,2022-01-08 12:00:00,20.17,15.09506664,45.65,0.9,99.0,7.2,1018.9,26.127289,44.444925
2022-01-08 12:00:00,2022-01-08 13:00:00,21.66,16.21017072,48.9,1.2,98.0,7.2,1018.1,26.127289,44.444925
2022-01-08 13:00:00,2022-01-08 14:00:00,19.52,14.608611839999998,47.96,1.4,98.0,7.2,1017.2,26.127289,44.444925
2022-01-08 14:00:00,2022-01-08 15:00:00,19.32,14.45893344,45.12,1.7,99.0,7.2,1016.6,26.127289,44.444925
2022-01-08 15:00:00,2022-01-08 16:00:00,20.02,14.982807839999998,44.82,2.0,99.0,7.2,1016.1,26.127289,44.444925
2022-01-08 16:00:00,2022-01-08 17:00:00,19.01,14.22693192,42.6,2.1,99.0,7.2,1015.9,26.127289,44.444925
2022-01-08 17:00:00,2022-01-08 18:00:00,16.56,12.393371519999999,46.18,2.2,100.0,7.2,1015.5,26.127289,44.444925
2022-01-08 19:00:00,2022-01-08 20:00:00,17.73,13.26899016,39.99,2.8,100.0,7.2,1014.3,26.127289,44.444925
2022-01-08 20:00:00,2022-01-08 21:00:00,16.26,12.16885392,39.23,3.0,99.0,7.2,1013.8,26.127289,44.444925
2022-01-08 21:00:00,2022-01-08 22:00:00,14.68,10.986394559999999,36.92,3.2,100.0,3.6,1012.9,26.127289,44.444925
2022-01-08 22:00:00,2022-01-08 23:00:00,14.91,11.158524719999999,29.12,3.5,100.0,3.6,1012.1,26.127289,44.444925
2022-01-08 23:00:00,2022-01-09 00:00:00,12.29,9.19773768,27.71,3.7,100.0,3.6,1011.2,26.127289,44.444925
2022-01-09 00:00:00,2022-01-09 01:00:00,10.93,8.17992456,26.7,3.8,100.0,3.6,1010.7,26.127289,44.444925
2022-01-09 01:00:00,2022-01-09 02:00:00,11.27,8.43437784,22.04,3.9,100.0,3.6,1010.1,26.127289,44.444925
2022-01-09 02:00:00,2022-01-09 03:00:00,11.21,8.38947432,20.98,4.0,100.0,3.6,1009.7,26.127289,44.444925
2022-01-09 03:00:00,2022-01-09 04:00:00,9.53,7.132175759999999,20.93,4.1,100.0,3.6,1008.6,26.127289,44.444925
2022-01-09 04:00:00,2022-01-09 05:00:00,7.85,5.874877199999999,21.93,4.2,100.0,3.6,1007.9,26.127289,44.444925
2022-01-09 05:00:00,2022-01-09 06:00:00,9.99,7.47643608,25.37,4.3,100.0,4.0,1007.9,26.127289,44.444925
2022-01-09 06:00:00,2022-01-09 07:00:00,10.57,7.910503439999999,28.24,4.4,99.0,2.5,1007.7,26.127289,44.444925
2022-01-09 07:00:00,2022-01-09 08:00:00,11.23,8.40444216,30.76,4.7,100.0,3.6,1007.8,26.127289,44.444925
2022-01-09 08:00:00,2022-01-09 09:00:00,11.92,8.920832639999999,28.46,4.7,100.0,3.6,1007.6,26.127289,44.444925
2022-01-09 09:00:00,2022-01-09 10:00:00,12.07,9.03309144,25.29,4.9,100.0,5.4,1007.0,26.127289,44.444925
2022-01-09 10:00:00,2022-01-09 11:00:00,14.44,10.806780479999999,28.77,5.2,99.0,3.6,1006.9,26.127289,44.444925
2022-01-09 11:00:00,2022-01-09 12:00:00,16.12,12.06407904,21.96,5.1,100.0,3.6,1006.3,26.127289,44.444925
2022-01-09 12:00:00,2022-01-09 13:00:00,13.5,10.103292,18.48,5.1,99.0,7.2,1006.0,26.127289,44.444925
2022-01-09 13:00:00,2022-01-09 14:00:00,14.81,11.08368552,21.31,5.2,97.0,3.6,1005.7,26.127289,44.444925
2022-01-09 14:00:00,2022-01-09 15:00:00,16.48,12.33350016,25.29,5.2,96.0,3.6,1005.6,26.127289,44.444925
2022-01-09 15:00:00,2022-01-09 16:00:00,19.54,14.623579679999999,25.48,4.9,97.0,3.6,1005.5,26.127289,44.444925
2022-01-09 16:00:00,2022-01-09 17:00:00,19.57,14.64603144,28.66,4.7,99.0,3.6,1005.5,26.127289,44.444925
2022-01-09 17:00:00,2022-01-09 18:00:00,20.04,14.997775679999998,28.73,4.6,100.0,3.6,1005.5,26.127289,44.444925
2022-01-09 18:00:00,2022-01-09 19:00:00,17.97,13.448604239999998,36.84,4.5,100.0,4.7,1005.5,26.127289,44.444925
2022-01-09 20:00:00,2022-01-09 21:00:00,10.66,7.9778587199999995,25.46,4.4,94.0,3.6,1005.7,26.127289,44.444925
2022-01-09 21:00:00,2022-01-09 22:00:00,15.16,11.34562272,26.05,4.2,95.0,3.6,1005.6,26.127289,44.444925
