start,end,pm10,pm10_unit,latitude,longitude
2022-11-09 13:00:00,2022-11-09 14:00:00,43.380000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 14:00:00,2022-11-09 15:00:00,38.380000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 15:00:00,2022-11-09 16:00:00,40.860000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 16:00:00,2022-11-09 17:00:00,49.950000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 17:00:00,2022-11-09 18:00:00,66.670000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 18:00:00,2022-11-09 19:00:00,82.090000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 19:00:00,2022-11-09 20:00:00,81.730000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 20:00:00,2022-11-09 21:00:00,96.360000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 21:00:00,2022-11-09 22:00:00,108.500000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 22:00:00,2022-11-09 23:00:00,98.530000000000000000,ug.m-3,44.4264,26.1406
2022-11-09 23:00:00,2022-11-10 00:00:00,83.280000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 00:00:00,2022-11-10 01:00:00,62.370000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 01:00:00,2022-11-10 02:00:00,54.990000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 02:00:00,2022-11-10 03:00:00,56.010000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 03:00:00,2022-11-10 04:00:00,55.800000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 04:00:00,2022-11-10 05:00:00,53.320000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 05:00:00,2022-11-10 06:00:00,53.150000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 06:00:00,2022-11-10 07:00:00,50.900000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 07:00:00,2022-11-10 08:00:00,57.020000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 08:00:00,2022-11-10 09:00:00,66.370000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 09:00:00,2022-11-10 10:00:00,66.150000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 10:00:00,2022-11-10 11:00:00,65.570000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 11:00:00,2022-11-10 12:00:00,61.500000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 12:00:00,2022-11-10 13:00:00,52.190000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 13:00:00,2022-11-10 14:00:00,55.140000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 14:00:00,2022-11-10 15:00:00,71.550000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 15:00:00,2022-11-10 16:00:00,72.680000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 16:00:00,2022-11-10 17:00:00,64.620000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 17:00:00,2022-11-10 18:00:00,77.690000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 18:00:00,2022-11-10 19:00:00,91.620000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 19:00:00,2022-11-10 20:00:00,82.070000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 20:00:00,2022-11-10 21:00:00,80.650000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 21:00:00,2022-11-10 22:00:00,59.580000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 22:00:00,2022-11-10 23:00:00,56.980000000000000000,ug.m-3,44.4264,26.1406
2022-11-10 23:00:00,2022-11-11 00:00:00,54.570000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 00:00:00,2022-11-11 01:00:00,53.970000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 01:00:00,2022-11-11 02:00:00,57.910000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 02:00:00,2022-11-11 03:00:00,60.710000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 03:00:00,2022-11-11 04:00:00,60.030000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 04:00:00,2022-11-11 05:00:00,61.630000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 05:00:00,2022-11-11 06:00:00,53.890000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 06:00:00,2022-11-11 07:00:00,36.700000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 07:00:00,2022-11-11 08:00:00,29.870000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 08:00:00,2022-11-11 09:00:00,22.800000000000000000,ug.m-3,44.4264,26.1406
2022-11-11 09:00:00,2022-11-11 10:00:00,20.360000000000000000,ug.m-3,44.4264,26.1406
