start,end,no2,no2_unit,latitude,longitude
2017-10-05 09:00:00,2017-10-05 10:00:00,74.260000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 10:00:00,2017-10-05 11:00:00,70.710000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 11:00:00,2017-10-05 12:00:00,47.670000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 12:00:00,2017-10-05 13:00:00,39.630000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 13:00:00,2017-10-05 14:00:00,41.010000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 14:00:00,2017-10-05 15:00:00,38.550000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 15:00:00,2017-10-05 16:00:00,34.950000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 16:00:00,2017-10-05 17:00:00,37.530000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 17:00:00,2017-10-05 18:00:00,54.590000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 18:00:00,2017-10-05 19:00:00,81.910000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 19:00:00,2017-10-05 20:00:00,88.770000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 20:00:00,2017-10-05 21:00:00,66.200000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 21:00:00,2017-10-05 22:00:00,58.040000000000000000,ug.m-3,44.444925,26.127289
2017-10-05 22:00:00,2017-10-05 23:00:00,52.040000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 06:00:00,2017-10-06 07:00:00,37.750000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 07:00:00,2017-10-06 08:00:00,56.840000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 08:00:00,2017-10-06 09:00:00,60.570000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 09:00:00,2017-10-06 10:00:00,51.640000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 11:00:00,2017-10-06 12:00:00,37.030000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 12:00:00,2017-10-06 13:00:00,61.090000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 13:00:00,2017-10-06 14:00:00,63.800000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 14:00:00,2017-10-06 15:00:00,77.250000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 15:00:00,2017-10-06 16:00:00,44.080000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 16:00:00,2017-10-06 17:00:00,76.060000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 17:00:00,2017-10-06 18:00:00,78.120000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 18:00:00,2017-10-06 19:00:00,87.060000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 19:00:00,2017-10-06 20:00:00,72.320000000000000000,ug.m-3,44.444925,26.127289
